Security,.SPXPE U Index                                                  
Start Date,1/31/1990 0:00
End Date,5/18/2021 0:00
Period,D
,
Date,PX_LAST
10/15/2020,25.9347
10/14/2020,26.0003
10/13/2020,26.2423
10/12/2020,26.4612
10/9/2020,26.0505
10/8/2020,25.8276
10/7/2020,25.6242
10/6/2020,25.2053
10/5/2020,25.573
10/2/2020,25.1408
10/1/2020,25.3772
9/30/2020,25.7456
9/29/2020,25.5166
9/28/2020,25.6331
9/25/2020,25.2137
9/24/2020,24.8315
9/23/2020,24.7638
9/22/2020,25.3627
9/21/2020,25.1195
9/18/2020,25.3249
9/17/2020,25.614
9/16/2020,25.84
9/15/2020,25.9987
9/14/2020,25.8788
9/11/2020,25.5566
9/10/2020,25.55
9/9/2020,26.0193
9/8/2020,25.4992
9/4/2020,26.222
9/3/2020,26.4416
9/2/2020,27.3967
9/1/2020,26.996
8/31/2020,26.8696
8/28/2020,26.9248
8/27/2020,26.75
8/26/2020,26.7027
8/25/2020,26.4503
8/24/2020,26.3524
8/21/2020,26.0972
8/20/2020,26.0264
8/19/2020,25.9652
8/18/2020,26.1771
8/17/2020,26.1409
8/14/2020,26.0301
8/13/2020,26.0217
8/12/2020,26.0635
8/11/2020,25.7043
8/10/2020,25.9259
8/7/2020,25.9492
8/6/2020,25.8971
8/5/2020,25.7422
8/4/2020,25.6109
8/3/2020,25.5584
7/31/2020,25.4314
7/30/2020,25.4993
7/29/2020,25.657
7/28/2020,25.3535
7/27/2020,25.5618
7/24/2020,25.43
7/23/2020,25.6081
7/22/2020,25.973
7/21/2020,25.8911
7/20/2020,25.8694
7/17/2020,25.6961
7/16/2020,25.6742
7/15/2020,25.7745
7/14/2020,25.5657
7/13/2020,25.2097
7/10/2020,25.4777
7/9/2020,25.2001
7/8/2020,25.3412
7/7/2020,25.1416
7/6/2020,25.4155
7/2/2020,25.0217
7/1/2020,24.9131
6/30/2020,24.9638
6/29/2020,24.5955
6/26/2020,24.2389
6/25/2020,24.8339
6/24/2020,24.5067
6/23/2020,25.1512
6/22/2020,25.0713
6/19/2020,24.8352
6/18/2020,24.9641
6/17/2020,24.9334
6/16/2020,25.0219
6/15/2020,24.5687
6/12/2020,24.3706
6/11/2020,24.0618
6/10/2020,25.5645
6/9/2020,25.7026
6/8/2020,25.9272
6/5/2020,25.6221
6/4/2020,24.9396
6/3/2020,25.0267
6/2/2020,24.6734
6/1/2020,24.4863
5/29/2020,24.4
5/28/2020,24.2931
5/27/2020,24.3569
5/26/2020,24.0262
5/22/2020,23.7182
5/21/2020,23.646
5/20/2020,23.7738
5/19/2020,23.3833
5/18/2020,23.6168
5/15/2020,22.8757
5/14/2020,22.7665
5/13/2020,22.4642
5/12/2020,22.8454
5/11/2020,23.2283
5/8/2020,23.1221
5/7/2020,22.6827
5/6/2020,22.2776
5/5/2020,22.5227
5/4/2020,22.0661
5/1/2020,21.9349
4/30/2020,22.5005
4/29/2020,22.6334
4/28/2020,21.9477
4/27/2020,22.0127
4/24/2020,21.6082
4/23/2020,21.203
4/22/2020,21.1037
4/21/2020,20.6656
4/20/2020,21.1062
4/17/2020,21.3651
4/16/2020,20.7365
4/15/2020,20.4939
4/14/2020,20.7028
4/13/2020,19.8897
4/9/2020,19.9763
4/8/2020,19.4523
4/7/2020,18.5522
4/6/2020,18.2429
4/3/2020,16.8539
4/2/2020,17.0146
4/1/2020,16.5124
3/31/2020,17.1251
3/30/2020,17.2185
3/27/2020,16.4598
3/26/2020,16.9067
3/25/2020,15.7955
3/24/2020,15.4495
3/23/2020,13.9954
3/20/2020,14.1989
3/19/2020,14.7238
3/18/2020,14.5595
3/17/2020,15.2643
3/16/2020,14.3111
3/13/2020,16.0617
3/12/2020,14.6307
3/11/2020,16.1319
3/10/2020,16.9055
3/9/2020,16.0773
3/6/2020,17.3226
3/5/2020,17.5981
3/4/2020,18.177
3/3/2020,17.4188
3/2/2020,17.9225
2/28/2020,17.103
2/27/2020,17.229
2/26/2020,18.0121
2/25/2020,18.0651
2/24/2020,18.6234
2/21/2020,19.2585
2/20/2020,19.4537
2/19/2020,19.5267
2/18/2020,19.4348
2/14/2020,19.4642
2/13/2020,19.4217
2/12/2020,19.4536
2/11/2020,19.3358
2/10/2020,19.291
2/7/2020,19.1477
2/6/2020,19.2368
2/5/2020,19.1684
2/4/2020,18.9202
2/3/2020,18.5819
1/31/2020,18.4462
1/30/2020,18.787
1/29/2020,18.7217
1/28/2020,18.7354
1/27/2020,18.5525
1/24/2020,18.8561
1/23/2020,19.0456
1/22/2020,19.0337
1/21/2020,19.0095
1/17/2020,19.0611
1/16/2020,18.9812
1/15/2020,18.8269
1/14/2020,18.7921
1/13/2020,18.8208
1/10/2020,18.6918
1/9/2020,18.7433
1/8/2020,18.6293
1/7/2020,18.528
1/6/2020,18.5782
1/3/2020,18.5214
1/2/2020,18.6457
12/31/2019,19.7232
12/30/2019,19.6651
12/27/2019,19.7901
12/26/2019,19.7906
12/24/2019,19.6885
12/23/2019,19.6924
12/20/2019,19.6261
12/19/2019,19.528
12/18/2019,19.4395
12/17/2019,19.4423
12/16/2019,19.4363
12/13/2019,19.2969
12/12/2019,19.2959
12/11/2019,19.1317
12/10/2019,19.0824
12/9/2019,19.1067
12/6/2019,19.1677
12/5/2019,18.9947
12/4/2019,18.9609
12/3/2019,18.8369
12/2/2019,18.968
11/29/2019,19.147
11/27/2019,19.2224
11/26/2019,19.1401
11/25/2019,19.0941
11/22/2019,18.9502
11/21/2019,18.909
11/20/2019,18.8723
11/19/2019,18.9399
11/18/2019,18.9512
11/15/2019,18.9436
11/14/2019,18.8011
11/13/2019,18.788
11/12/2019,18.7772
11/11/2019,18.7475
11/8/2019,18.7858
11/7/2019,18.7085
11/6/2019,18.6745
11/5/2019,18.6401
11/4/2019,18.654
11/1/2019,18.5895
10/31/2019,18.4511
10/30/2019,18.511
10/29/2019,18.4541
10/28/2019,18.4591
10/25/2019,18.346
10/24/2019,18.279
10/23/2019,18.2472
10/22/2019,18.183
10/21/2019,18.2496
10/18/2019,18.1191
10/17/2019,18.1867
10/16/2019,18.1413
10/15/2019,18.1589
10/14/2019,17.9761
10/11/2019,17.9859
10/10/2019,17.7928
10/9/2019,17.6765
10/8/2019,17.5095
10/7/2019,17.7788
10/4/2019,17.8562
10/3/2019,17.6027
10/2/2019,17.4682
10/1/2019,17.7725
9/30/2019,18.1131
9/27/2019,18.0181
9/26/2019,18.1087
9/25/2019,18.1477
9/24/2019,18.0373
9/23/2019,18.1845
9/20/2019,18.1423
9/19/2019,18.2247
9/18/2019,18.2215
9/17/2019,18.2102
9/16/2019,18.1629
9/13/2019,18.2195
9/12/2019,18.2248
9/11/2019,18.1729
9/10/2019,18.0378
9/9/2019,18.0235
9/6/2019,18.0176
9/5/2019,18.0197
9/4/2019,17.7845
9/3/2019,17.5863
8/30/2019,17.6569
8/29/2019,17.6455
8/28/2019,17.4209
8/27/2019,17.3064
8/26/2019,17.372
8/23/2019,17.1794
8/22/2019,17.6407
8/21/2019,17.6494
8/20/2019,17.505
8/19/2019,17.6251
8/16/2019,17.4029
8/15/2019,17.156
8/14/2019,17.1167
8/13/2019,17.627
8/12/2019,17.3738
8/9/2019,17.5819
8/8/2019,17.7044
8/7/2019,17.3779
8/6/2019,17.3525
8/5/2019,17.1206
8/2/2019,17.6313
8/1/2019,17.7543
7/31/2019,17.9464
7/30/2019,18.1502
7/29/2019,18.2051
7/26/2019,18.2174
7/25/2019,18.0947
7/24/2019,18.1677
7/23/2019,18.0729
7/22/2019,17.9474
7/19/2019,17.8955
7/18/2019,18.0188
7/17/2019,17.954
7/16/2019,18.0654
7/15/2019,18.1284
7/12/2019,18.1406
7/11/2019,18.05
7/10/2019,17.998
7/9/2019,17.9131
7/8/2019,17.8836
7/5/2019,17.9605
7/3/2019,17.9897
7/2/2019,17.8513
7/1/2019,17.799
6/28/2019,17.7144
6/27/2019,17.6178
6/26/2019,17.5391
6/25/2019,17.5548
6/24/2019,17.7231
6/21/2019,17.7265
6/20/2019,17.7512
6/19/2019,17.5816
6/18/2019,17.5266
6/17/2019,17.3624
6/14/2019,17.3331
6/13/2019,17.3486
6/12/2019,17.2757
6/11/2019,17.3156
6/10/2019,17.3188
6/7/2019,17.2341
6/6/2019,17.0534
6/5/2019,16.9454
6/4/2019,16.8051
6/3/2019,16.4491
5/31/2019,16.5048
5/30/2019,16.7252
5/29/2019,16.6902
5/28/2019,16.807
5/24/2019,16.9481
5/23/2019,16.9245
5/22/2019,17.1256
5/21/2019,17.1733
5/20/2019,17.0316
5/17/2019,17.1479
5/16/2019,17.2502
5/15/2019,17.1047
5/14/2019,17.007
5/13/2019,16.8701
5/10/2019,17.2829
5/9/2019,17.2202
5/8/2019,17.2731
5/7/2019,17.2966
5/6/2019,17.5804
5/3/2019,17.6621
5/2/2019,17.4983
5/1/2019,17.542
4/30/2019,17.6953
4/29/2019,17.6831
4/26/2019,17.662
4/25/2019,17.5708
4/24/2019,17.5964
4/23/2019,17.637
4/22/2019,17.4888
4/18/2019,17.4881
4/17/2019,17.4601
4/16/2019,17.5011
4/15/2019,17.5009
4/12/2019,17.5204
4/11/2019,17.399
4/10/2019,17.3987
4/9/2019,17.3538
4/8/2019,17.4387
4/5/2019,17.4032
4/4/2019,17.3203
4/3/2019,17.2867
4/2/2019,17.2265
4/1/2019,17.2427
3/29/2019,17.0574
3/28/2019,16.9366
3/27/2019,16.8722
3/26/2019,16.9473
3/25/2019,16.8227
3/22/2019,16.8348
3/21/2019,17.1601
3/20/2019,16.9798
3/19/2019,17.0354
3/18/2019,17.0322
3/15/2019,16.9353
3/14/2019,16.8444
3/13/2019,16.8578
3/12/2019,16.7378
3/11/2019,16.685
3/8/2019,16.4435
3/7/2019,16.4801
3/6/2019,16.6095
3/5/2019,16.7163
3/4/2019,16.7296
3/1/2019,16.7879
2/28/2019,16.6726
2/27/2019,16.7185
2/26/2019,16.7257
2/25/2019,16.7286
2/22/2019,16.7023
2/21/2019,16.5918
2/20/2019,16.6428
2/19/2019,16.6036
2/15/2019,16.5678
2/14/2019,16.3684
2/13/2019,16.4023
2/12/2019,16.3547
2/11/2019,16.1426
2/8/2019,16.1313
2/7/2019,16.1165
2/6/2019,16.2614
2/5/2019,16.2893
2/4/2019,16.2056
2/1/2019,16.0905
1/31/2019,16.0718
1/30/2019,15.9239
1/29/2019,15.6626
1/28/2019,15.6804
1/25/2019,15.8077
1/24/2019,15.6654
1/23/2019,15.6315
1/22/2019,15.5992
1/18/2019,15.8128
1/17/2019,15.5771
1/16/2019,15.4516
1/15/2019,15.4127
1/14/2019,15.2356
1/11/2019,15.3101
1/10/2019,15.3036
1/9/2019,15.2104
1/8/2019,15.1236
1/7/2019,14.9635
1/4/2019,14.8357
1/3/2019,14.303
1/2/2019,14.6334
12/31/2018,15.4336
12/28/2018,15.3027
12/27/2018,15.3211
12/26/2018,15.1908
12/24/2018,14.473
12/21/2018,14.8378
12/20/2018,15.1472
12/19/2018,15.3784
12/18/2018,15.5973
12/17/2018,15.588
12/14/2018,15.9153
12/13/2018,16.2222
12/12/2018,16.214
12/11/2018,16.1192
12/10/2018,16.1224
12/7/2018,16.0836
12/6/2018,16.4661
12/4/2018,16.4854
12/3/2018,17.0321
11/30/2018,16.8705
11/29/2018,16.7337
11/28/2018,16.7627
11/27/2018,16.3911
11/26/2018,16.3368
11/23/2018,16.0845
11/21/2018,16.1906
11/20/2018,16.1408
11/19/2018,16.4359
11/16/2018,16.7083
11/15/2018,16.6619
11/14/2018,16.4856
11/13/2018,16.6111
11/12/2018,16.6298
11/9/2018,16.964
11/8/2018,17.1143
11/7/2018,17.1554
11/6/2018,16.7999
11/5/2018,16.6957
11/2/2018,16.6253
11/1/2018,16.7068
10/31/2018,16.5458
10/30/2018,16.3831
10/29/2018,16.1312
10/26/2018,16.2488
10/25/2018,16.5581
10/24/2018,16.2776
10/23/2018,16.8034
10/22/2018,16.8993
10/19/2018,16.9783
10/18/2018,16.9788
10/17/2018,17.2248
10/16/2018,17.2337
10/15/2018,16.8741
10/12/2018,16.9793
10/11/2018,16.7495
10/10/2018,17.0923
10/9/2018,17.6537
10/8/2018,17.6828
10/5/2018,17.6922
10/4/2018,17.7899
10/3/2018,17.9278
10/2/2018,17.9176
10/1/2018,17.913
9/28/2018,18.035
9/27/2018,18.0426
9/26/2018,17.9959
9/25/2018,18.0537
9/24/2018,18.0784
9/21/2018,18.1145
9/20/2018,18.1117
9/19/2018,17.9602
9/18/2018,17.948
9/17/2018,17.8555
9/14/2018,17.9474
9/13/2018,17.9369
9/12/2018,17.8403
9/11/2018,17.8369
9/10/2018,17.7732
9/7/2018,17.7382
9/6/2018,17.7804
9/5/2018,17.8446
9/4/2018,17.8941
8/31/2018,17.9435
8/30/2018,17.9418
8/29/2018,18.0214
8/28/2018,17.918
8/27/2018,17.9167
8/24/2018,17.7796
8/23/2018,17.6775
8/22/2018,17.6952
8/21/2018,17.7032
8/20/2018,17.6671
8/17/2018,17.6208
8/16/2018,17.563
8/15/2018,17.4312
8/14/2018,17.5722
8/13/2018,17.4617
8/10/2018,17.5266
8/9/2018,17.6553
8/8/2018,17.6843
8/7/2018,17.6846
8/6/2018,17.6386
8/3/2018,17.5969
8/2/2018,17.5069
8/1/2018,17.4258
7/31/2018,17.4745
7/30/2018,17.4033
7/27/2018,17.4953
7/26/2018,17.6248
7/25/2018,17.6956
7/24/2018,17.5459
7/23/2018,17.4899
7/20/2018,17.4697
7/19/2018,17.4943
7/18/2018,17.565
7/17/2018,17.5372
7/16/2018,17.4703
7/13/2018,17.4989
7/12/2018,17.4761
7/11/2018,17.3265
7/10/2018,17.4514
7/9/2018,17.391
7/6/2018,17.2462
7/5/2018,17.0934
7/3/2018,16.9458
7/2/2018,17.028
6/29/2018,17.0273
6/28/2018,17.0139
6/27/2018,16.9095
6/26/2018,17.0586
6/25/2018,17.0295
6/22/2018,17.2712
6/21/2018,17.2331
6/20/2018,17.3482
6/19/2018,17.3164
6/18/2018,17.3978
6/15/2018,17.4166
6/14/2018,17.4325
6/13/2018,17.3995
6/12/2018,17.4679
6/11/2018,17.4354
6/8/2018,17.4183
6/7/2018,17.3677
6/6/2018,17.3862
6/5/2018,17.2513
6/4/2018,17.2326
6/1/2018,17.1584
5/31/2018,17.0144
5/30/2018,17.1217
5/29/2018,16.9129
5/25/2018,17.1111
5/24/2018,17.1505
5/23/2018,17.1843
5/22/2018,17.14
5/21/2018,17.2021
5/18/2018,17.0807
5/17/2018,17.1293
5/16/2018,17.1462
5/15/2018,17.0791
5/14/2018,17.1962
5/11/2018,17.1959
5/10/2018,17.1675
5/9/2018,17.0183
5/8/2018,16.8639
5/7/2018,16.8744
5/4/2018,16.8219
5/3/2018,16.6101
5/2/2018,16.6498
5/1/2018,16.7976
4/30/2018,16.7728
4/27/2018,16.9203
4/26/2018,16.9561
4/25/2018,16.8228
4/24/2018,16.8045
4/23/2018,17.0432
4/20/2018,17.057
4/19/2018,17.2019
4/18/2018,17.3108
4/17/2018,17.3074
4/16/2018,17.1357
4/13/2018,17.0011
4/12/2018,17.0429
4/11/2018,16.9099
4/10/2018,17.0101
4/9/2018,16.7304
4/6/2018,16.6764
4/5/2018,17.0535
4/4/2018,16.9308
4/3/2018,16.7343
4/2/2018,16.5347
3/29/2018,16.9325
3/28/2018,16.7021
3/27/2018,16.7506
3/26/2018,17.0455
3/23/2018,16.5938
3/22/2018,16.9508
3/21/2018,17.3916
3/20/2018,17.4253
3/19/2018,17.4018
3/16/2018,17.5979
3/15/2018,17.567
3/14/2018,17.5815
3/13/2018,17.6829
3/12/2018,17.791
3/9/2018,17.8208
3/8/2018,17.5165
3/7/2018,17.4323
3/6/2018,17.4316
3/5/2018,17.3871
3/2/2018,17.1981
3/1/2018,17.1129
2/28/2018,17.3541
2/27/2018,17.5461
2/26/2018,17.776
2/23/2018,17.5678
2/22/2018,17.2985
2/21/2018,17.2782
2/20/2018,17.3696
2/16/2018,17.4656
2/15/2018,17.4538
2/14/2018,17.2502
2/13/2018,17.0204
2/12/2018,16.9778
2/9/2018,16.748
2/8/2018,16.5119
2/7/2018,17.1626
2/6/2018,17.2647
2/5/2018,16.9795
2/2/2018,17.6994
2/1/2018,18.0976
1/31/2018,18.2967
1/30/2018,18.337
1/29/2018,18.5675
1/26/2018,18.7141
1/25/2018,18.5438
1/24/2018,18.5313
1/23/2018,18.5666
1/22/2018,18.5549
1/19/2018,18.4394
1/18/2018,18.4155
1/17/2018,18.5176
1/16/2018,18.3866
1/12/2018,18.5103
1/11/2018,18.3855
1/10/2018,18.2971
1/9/2018,18.3484
1/8/2018,18.3789
1/5/2018,18.4733
1/4/2018,18.4591
1/3/2018,18.4896
1/2/2018,18.4353
12/29/2017,19.9517
12/28/2017,20.0559
12/27/2017,19.9919
12/26/2017,19.9752
12/22/2017,19.9986
12/21/2017,20.01
12/20/2017,20.003
12/19/2017,20.0429
12/18/2017,20.0978
12/15/2017,19.9789
12/14/2017,19.8022
12/13/2017,19.8822
12/12/2017,19.8838
12/11/2017,19.8555
12/8/2017,19.8091
12/7/2017,19.697
12/6/2017,19.6451
12/5/2017,19.6314
12/4/2017,19.7133
12/1/2017,19.7339
11/30/2017,19.7929
11/29/2017,19.634
11/28/2017,19.6443
11/27/2017,19.4547
11/24/2017,19.4647
11/22/2017,19.4276
11/21/2017,19.4457
11/20/2017,19.3231
11/17/2017,19.2945
11/16/2017,19.3535
11/15/2017,19.198
11/14/2017,19.3103
11/13/2017,19.3581
11/10/2017,19.3326
11/9/2017,19.3546
11/8/2017,19.4401
11/7/2017,19.4056
11/6/2017,19.4009
11/3/2017,19.3713
11/2/2017,19.3279
11/1/2017,19.3632
10/31/2017,19.3618
10/30/2017,19.3387
10/27/2017,19.4137
10/26/2017,19.347
10/25/2017,19.346
10/24/2017,19.457
10/23/2017,19.4446
10/20/2017,19.4795
10/19/2017,19.3556
10/18/2017,19.3771
10/17/2017,19.3726
10/16/2017,19.3713
10/13/2017,19.3468
10/12/2017,19.3469
10/11/2017,19.3853
10/10/2017,19.3425
10/9/2017,19.274
10/6/2017,19.2934
10/5/2017,19.3134
10/4/2017,19.2133
10/3/2017,19.178
10/2/2017,19.1243
9/29/2017,19.271
9/28/2017,19.198
9/27/2017,19.1746
9/26/2017,19.0987
9/25/2017,19.1076
9/22/2017,19.1591
9/21/2017,19.1407
9/20/2017,19.1989
9/19/2017,19.1866
9/18/2017,19.1629
9/15/2017,19.1043
9/14/2017,19.0686
9/13/2017,19.0937
9/12/2017,19.0784
9/11/2017,19.0055
9/8/2017,18.7884
9/7/2017,18.8248
9/6/2017,18.8302
9/5/2017,18.7715
9/1/2017,18.9146
8/31/2017,18.8901
8/30/2017,18.7828
8/29/2017,18.6962
8/28/2017,18.6837
8/25/2017,18.6813
8/24/2017,18.6491
8/23/2017,18.6819
8/22/2017,18.7485
8/21/2017,18.5601
8/18/2017,18.5388
8/17/2017,18.5794
8/16/2017,18.8639
8/15/2017,18.8355
8/14/2017,18.8458
8/11/2017,18.6591
8/10/2017,18.6391
8/9/2017,18.9196
8/8/2017,18.9213
8/7/2017,18.9548
8/4/2017,18.927
8/3/2017,18.8973
8/2/2017,18.9457
8/1/2017,18.9466
7/31/2017,18.922
7/28/2017,18.9386
7/27/2017,18.9641
7/26/2017,19.0143
7/25/2017,19.0312
7/24/2017,18.9743
7/21/2017,18.9898
7/20/2017,18.983
7/19/2017,18.9667
7/18/2017,18.8648
7/17/2017,18.8661
7/14/2017,18.8666
7/13/2017,18.7713
7/12/2017,18.7306
7/11/2017,18.5993
7/10/2017,18.6128
7/7/2017,18.5823
7/6/2017,18.4704
7/5/2017,18.6415
7/3/2017,18.613
6/30/2017,18.6508
6/29/2017,18.6202
6/28/2017,18.7854
6/27/2017,18.6196
6/26/2017,18.7697
6/23/2017,18.7616
6/22/2017,18.7306
6/21/2017,18.7447
6/20/2017,18.7539
6/19/2017,18.8875
6/16/2017,18.7369
6/15/2017,18.7268
6/14/2017,18.7555
6/13/2017,18.7726
6/12/2017,18.6865
6/9/2017,18.7039
6/8/2017,18.7134
6/7/2017,18.7038
6/6/2017,18.6748
6/5/2017,18.728
6/2/2017,18.7485
6/1/2017,18.6763
5/31/2017,18.5602
5/30/2017,18.5669
5/26/2017,18.5857
5/25/2017,18.58
5/24/2017,18.4976
5/23/2017,18.4525
5/22/2017,18.4179
5/19/2017,18.331
5/18/2017,18.2134
5/17/2017,18.1541
5/16/2017,18.4924
5/15/2017,18.5032
5/12/2017,18.4184
5/11/2017,18.4418
5/10/2017,18.4775
5/9/2017,18.4584
5/8/2017,18.4757
5/5/2017,18.4682
5/4/2017,18.3931
5/3/2017,18.3953
5/2/2017,18.418
5/1/2017,18.4039
4/28/2017,18.3933
4/27/2017,18.4444
4/26/2017,18.449
4/25/2017,18.465
4/24/2017,18.3632
4/21/2017,18.1702
4/20/2017,18.227
4/19/2017,18.0895
4/18/2017,18.1208
4/17/2017,18.184
4/13/2017,18.0294
4/12/2017,18.1547
4/11/2017,18.2203
4/10/2017,18.2471
4/7/2017,18.2378
4/6/2017,18.2533
4/5/2017,18.2194
4/4/2017,18.2702
4/3/2017,18.2789
3/31/2017,18.3107
3/30/2017,18.3494
3/29/2017,18.295
3/28/2017,18.2753
3/27/2017,18.1385
3/24/2017,18.1503
3/23/2017,18.1738
3/22/2017,18.1984
3/21/2017,18.1584
3/20/2017,18.3886
3/17/2017,18.4021
3/16/2017,18.4277
3/15/2017,18.4593
3/14/2017,18.3053
3/13/2017,18.3689
3/10/2017,18.3597
3/9/2017,18.2982
3/8/2017,18.2779
3/7/2017,18.3205
3/6/2017,18.3672
3/3/2017,18.4294
3/2/2017,18.4163
3/1/2017,18.5167
2/28/2017,18.2619
2/27/2017,18.292
2/24/2017,18.2656
2/23/2017,18.2277
2/22/2017,18.2206
2/21/2017,18.243
2/17/2017,18.1301
2/16/2017,18.085
2/15/2017,18.1001
2/14/2017,18.0105
2/13/2017,17.9413
2/10/2017,17.8402
2/9/2017,17.7746
2/8/2017,17.6663
2/7/2017,17.6228
2/6/2017,17.6106
2/3/2017,17.6483
2/2/2017,17.5125
2/1/2017,17.51
1/31/2017,17.5481
1/30/2017,17.5753
1/27/2017,17.6722
1/26/2017,17.6837
1/25/2017,17.6873
1/24/2017,17.5345
1/23/2017,17.4246
1/20/2017,17.464
1/19/2017,17.4081
1/18/2017,17.4702
1/17/2017,17.4364
1/13/2017,17.4914
1/12/2017,17.4674
1/11/2017,17.5092
1/10/2017,17.4579
1/9/2017,17.4609
1/6/2017,17.5241
1/5/2017,17.4652
1/4/2017,17.4734
1/3/2017,17.3716
12/30/2016,18.8921
12/29/2016,18.9801
12/28/2016,18.9848
12/27/2016,19.1448
12/23/2016,19.1016
12/22/2016,19.0783
12/21/2016,19.1211
12/20/2016,19.1686
12/19/2016,19.1006
12/16/2016,19.0367
12/15/2016,19.0683
12/14/2016,18.998
12/13/2016,19.1539
12/12/2016,18.9653
12/9/2016,18.9803
12/8/2016,18.871
12/7/2016,18.8338
12/6/2016,18.5876
12/5/2016,18.5293
12/2/2016,18.415
12/1/2016,18.4015
11/30/2016,18.4794
11/29/2016,18.5312
11/28/2016,18.5064
11/25/2016,18.6049
11/23/2016,18.5319
11/22/2016,18.5161
11/21/2016,18.4707
11/18/2016,18.338
11/17/2016,18.3836
11/16/2016,18.299
11/15/2016,18.3279
11/14/2016,18.2032
11/11/2016,18.2049
11/10/2016,18.2241
11/9/2016,18.1926
11/8/2016,17.9906
11/7/2016,17.9249
11/4/2016,17.54
11/3/2016,17.5656
11/2/2016,17.6438
11/1/2016,17.7628
10/31/2016,17.9062
10/28/2016,17.9189
10/27/2016,17.9808
10/26/2016,18.0482
10/25/2016,18.0943
10/24/2016,18.1636
10/21/2016,18.0829
10/20/2016,18.0998
10/19/2016,18.1319
10/18/2016,18.0989
10/17/2016,17.998
10/14/2016,18.0702
10/13/2016,18.0704
10/12/2016,18.1249
10/11/2016,18.1049
10/10/2016,18.3284
10/7/2016,18.2419
10/6/2016,18.304
10/5/2016,18.2942
10/4/2016,18.2367
10/3/2016,18.3286
9/30/2016,18.5386
9/29/2016,18.3947
9/28/2016,18.5722
9/27/2016,18.4647
9/26/2016,18.345
9/23/2016,18.5015
9/22/2016,18.5751
9/21/2016,18.4586
9/20/2016,18.2588
9/19/2016,18.243
9/16/2016,18.2023
9/15/2016,18.2728
9/14/2016,18.0894
9/13/2016,18.1002
9/12/2016,18.3708
9/9/2016,18.1049
9/8/2016,18.5557
9/7/2016,18.5688
9/6/2016,18.5687
9/2/2016,18.5002
9/1/2016,18.419
8/31/2016,18.4577
8/30/2016,18.5014
8/29/2016,18.54
8/26/2016,18.4454
8/25/2016,18.4745
8/24/2016,18.4981
8/23/2016,18.5957
8/22/2016,18.5605
8/19/2016,18.5733
8/18/2016,18.6069
8/17/2016,18.5673
8/16/2016,18.5276
8/15/2016,18.6325
8/12/2016,18.5821
8/11/2016,18.5981
8/10/2016,18.5123
8/9/2016,18.5586
8/8/2016,18.5498
8/5/2016,18.5536
8/4/2016,18.3951
8/3/2016,18.3838
8/2/2016,18.3271
8/1/2016,18.4412
7/29/2016,18.4438
7/28/2016,18.3857
7/27/2016,18.3667
7/26/2016,18.418
7/25/2016,18.411
7/22/2016,18.4673
7/21/2016,18.3755
7/20/2016,18.447
7/19/2016,18.3689
7/18/2016,18.4012
7/15/2016,18.3598
7/14/2016,18.3825
7/13/2016,18.289
7/12/2016,18.2881
7/11/2016,18.1576
7/8/2016,18.0793
7/7/2016,17.7963
7/6/2016,17.8124
7/5/2016,17.7188
7/1/2016,17.8444
6/30/2016,17.8769
6/29/2016,17.6326
6/28/2016,17.3342
6/27/2016,17.0284
6/24/2016,17.3387
6/23/2016,17.983
6/22/2016,17.7452
6/21/2016,17.7748
6/20/2016,17.7238
6/17/2016,17.5954
6/16/2016,17.6449
6/15/2016,17.585
6/14/2016,17.6146
6/13/2016,17.6468
6/10/2016,17.7892
6/9/2016,17.9529
6/8/2016,17.9824
6/7/2016,17.9211
6/6/2016,17.9005
6/3/2016,17.8109
6/2/2016,17.8784
6/1/2016,17.8279
5/31/2016,17.8425
5/27/2016,17.8647
5/26/2016,17.7879
5/25/2016,17.79
5/24/2016,17.6664
5/23/2016,17.4277
5/20/2016,17.4698
5/19/2016,17.3703
5/18/2016,17.4354
5/17/2016,17.4435
5/16/2016,17.6059
5/13/2016,17.4443
5/12/2016,17.5889
5/11/2016,17.5896
5/10/2016,17.7581
5/9/2016,17.5348
5/6/2016,17.52
5/5/2016,17.4759
5/4/2016,17.4733
5/3/2016,17.5738
5/2/2016,17.7275
4/29/2016,17.6085
4/28/2016,17.7136
4/27/2016,17.8864
4/26/2016,17.858
4/25/2016,17.808
4/22/2016,17.8225
4/21/2016,17.8161
4/20/2016,17.9011
4/19/2016,17.8749
4/18/2016,17.8177
4/15/2016,17.6952
4/14/2016,17.7081
4/13/2016,17.7014
4/12/2016,17.5226
4/11/2016,17.3456
4/8/2016,17.3769
4/7/2016,17.3289
4/6/2016,17.5354
4/5/2016,17.3495
4/4/2016,17.5189
4/1/2016,17.5701
3/31/2016,17.4644
3/30/2016,17.49
3/29/2016,17.4059
3/28/2016,17.2528
3/24/2016,17.2441
3/23/2016,17.2483
3/22/2016,17.3527
3/21/2016,17.3647
3/18/2016,17.3133
3/17/2016,17.2336
3/16/2016,17.1209
3/15/2016,17.0235
3/14/2016,17.0486
3/11/2016,17.0664
3/10/2016,16.7632
3/9/2016,16.757
3/8/2016,16.6592
3/7/2016,16.8412
3/4/2016,16.8095
3/3/2016,16.7503
3/2/2016,16.6911
3/1/2016,16.6161
2/29/2016,16.2232
2/26/2016,16.33
2/25/2016,16.3526
2/24/2016,16.1689
