Security,.STRATOPT U Index                                               
Start Date,4/16/1999 0:00
End Date,5/18/2021 0:00
Period,D
,
Date,PX_LAST
6/6/2012,6.3013
6/5/2012,8.7515
6/4/2012,9.3743
6/1/2012,9.3854
5/31/2012,6.6907
5/30/2012,6.4478
5/29/2012,4.9219
5/25/2012,6.0843
5/24/2012,5.8546
5/23/2012,6.0006
5/22/2012,6.1802
5/21/2012,6.2318
5/18/2012,7.9353
5/17/2012,7.1379
5/16/2012,5.5254
5/15/2012,5.0606
5/14/2012,4.6064
5/11/2012,3.4439
5/10/2012,3.0935
5/9/2012,3.3531
5/8/2012,2.6604
5/7/2012,1.0529
5/4/2012,1.0883
5/3/2012,-0.544
5/2/2012,-1.3057
5/1/2012,-1.5521
4/30/2012,-0.9951
4/27/2012,-1.3795
4/26/2012,-1.1414
4/25/2012,-0.4811
4/24/2012,0.8768
4/23/2012,1.3944
4/20/2012,0.5419
4/19/2012,0.6594
4/18/2012,0.0621
4/17/2012,-0.3437
4/16/2012,1.1996
4/13/2012,1.2217
4/12/2012,-0.0411
4/11/2012,1.3363
4/10/2012,2.0911
4/9/2012,-1.4614
4/5/2012,-2.5807
4/4/2012,-2.642
4/3/2012,-3.6353
4/2/2012,-4.0196
3/30/2012,-3.2993
3/29/2012,-2.9417
3/28/2012,-3.0977
3/27/2012,-3.5766
3/26/2012,-3.8482
3/23/2012,-2.513
3/22/2012,-2.2107
3/21/2012,-2.9154
3/20/2012,-3.0964
3/19/2012,-3.7418
3/16/2012,-3.3593
3/15/2012,-3.2511
3/14/2012,-2.6738
3/13/2012,-2.7902
3/12/2012,-1.0276
3/9/2012,-1.1577
3/8/2012,-0.7987
3/7/2012,0.1752
3/6/2012,-0.3246
3/5/2012,-1.8573
3/2/2012,-2.2364
3/1/2012,-2.5537
2/29/2012,-1.9536
2/28/2012,-2.4181
2/27/2012,-2.0905
2/24/2012,-1.9579
2/23/2012,-1.794
2/22/2012,-1.3744
2/21/2012,-1.7038
2/17/2012,-1.6331
2/16/2012,-1.402
2/15/2012,-0.3149
2/14/2012,-0.8515
2/13/2012,-0.2049
2/10/2012,0.4737
2/9/2012,-0.2182
2/8/2012,-0.0711
2/7/2012,0.1448
2/6/2012,0.3474
2/3/2012,0.3049
2/2/2012,1.7698
2/1/2012,1.8813
1/31/2012,2.788
1/30/2012,2.741
1/27/2012,2.4819
1/26/2012,2.3187
1/25/2012,1.7307
1/24/2012,2.6121
1/23/2012,2.1277
1/20/2012,2.1758
1/19/2012,2.2442
1/18/2012,2.7492
1/17/2012,3.8905
1/13/2012,4.2596
1/12/2012,3.7437
1/11/2012,3.9861
1/10/2012,4.0183
1/9/2012,4.9426
1/6/2012,5.18
1/5/2012,4.9131
1/4/2012,5.222
1/3/2012,0.3868
12/30/2011,1.9394
12/29/2011,1.5027
12/28/2011,2.5895
12/27/2011,0.9933
12/23/2011,1.0013
12/22/2011,1.9139
12/21/2011,2.7562
12/20/2011,2.9557
12/19/2011,6.2762
12/16/2011,5.0293
12/15/2011,5.3671
12/14/2011,5.7088
12/13/2011,4.5091
12/12/2011,3.0353
12/9/2011,1.4986
12/8/2011,3.2122
12/7/2011,1.0301
12/6/2011,1.234
12/5/2011,1.346
12/2/2011,2.3885
12/1/2011,2.3638
11/30/2011,2.1685
11/29/2011,6.5939
11/28/2011,6.8299
11/25/2011,11.2482
11/23/2011,10.9495
11/22/2011,8.498
11/21/2011,8.0488
11/18/2011,6.3629
11/17/2011,6.3209
11/16/2011,4.5347
11/15/2011,2.7977
11/14/2011,3.2929
11/11/2011,2.2265
11/10/2011,4.2196
11/9/2011,5.1176
11/8/2011,1.2603
11/7/2011,2.4486
11/4/2011,3.0936
11/3/2011,2.4454
11/2/2011,4.3703
11/1/2011,6.0512
10/31/2011,2.5293
10/28/2011,-0.007
10/27/2011,0.0319
10/26/2011,3.4622
10/25/2011,4.5523
10/24/2011,2.2166
10/21/2011,3.5332
10/20/2011,5.4805
10/19/2011,5.9609
10/18/2011,4.6206
10/17/2011,6.7568
10/14/2011,4.3623
10/13/2011,6.1762
10/12/2011,5.8604
10/11/2011,6.8973
10/10/2011,8.7966
10/7/2011,12.5093
10/6/2011,11.5909
10/5/2011,13.6334
10/4/2011,15.6635
10/3/2011,18.7195
9/30/2011,15.3418
9/29/2011,12.4612
9/28/2011,13.3738
9/27/2011,11.0279
9/26/2011,12.2146
9/23/2011,15.3613
9/22/2011,16.0629
9/21/2011,12.3624
9/20/2011,9.0601
9/19/2011,8.8789
9/16/2011,9.6208
9/15/2011,10.2464
9/14/2011,12.1412
9/13/2011,13.6528
9/12/2011,14.6894
9/9/2011,17.221
9/8/2011,14.0906
9/7/2011,12.8798
9/6/2011,16.6283
9/2/2011,15.7611
9/1/2011,12.8344
8/31/2011,11.4949
8/30/2011,12.0437
8/29/2011,12.1404
8/26/2011,15.3127
8/25/2011,17.0564
8/24/2011,15.2344
8/23/2011,16.7462
8/22/2011,20.7489
8/19/2011,23.0942
8/18/2011,21.2467
8/17/2011,15.8398
8/16/2011,15.9496
8/15/2011,14.8204
8/12/2011,17.8307
8/11/2011,18.4507
8/10/2011,23.9338
8/9/2011,18.4618
8/8/2011,24.0777
8/5/2011,16.8104
8/4/2011,16.7432
8/3/2011,11.1605
8/2/2011,11.718
8/1/2011,8.8629
7/29/2011,8.413
7/28/2011,7.7137
7/27/2011,7.3654
7/26/2011,5.1849
7/25/2011,4.7531
7/22/2011,4.162
7/21/2011,4.2566
7/20/2011,5.6689
7/19/2011,5.598
7/18/2011,7.3201
7/15/2011,6.4476
7/14/2011,7.0389
7/13/2011,6.32
7/12/2011,6.6502
7/11/2011,6.1774
7/8/2011,4.2566
7/7/2011,3.5308
7/6/2011,4.6124
7/5/2011,4.4937
7/1/2011,4.3541
6/30/2011,5.8578
6/29/2011,6.929
6/28/2011,7.8146
6/27/2011,9.2102
6/24/2011,10.2921
6/23/2011,8.9988
6/22/2011,8.6906
6/21/2011,7.9875
6/20/2011,9.4371
6/17/2011,10.0275
6/16/2011,10.3626
6/15/2011,10.5562
6/14/2011,8.629
6/13/2011,9.999
6/10/2011,10.1512
6/9/2011,8.6113
6/8/2011,9.4126
6/7/2011,8.9545
6/6/2011,8.8503
6/3/2011,7.8329
6/2/2011,6.7832
6/1/2011,6.6525
5/31/2011,4.2224
5/27/2011,5.6269
5/26/2011,6.058
5/25/2011,6.4772
5/24/2011,6.8162
5/23/2011,6.576
5/20/2011,5.305
5/19/2011,4.4954
5/18/2011,4.723
5/17/2011,5.6449
5/16/2011,5.606
5/13/2011,5.0255
5/12/2011,4.1783
5/11/2011,4.6882
5/10/2011,3.525
5/9/2011,4.3601
5/6/2011,4.7605
5/5/2011,5.1607
5/4/2011,4.2069
5/3/2011,3.4925
5/2/2011,2.8489
4/29/2011,2.6687
4/28/2011,2.9049
4/27/2011,3.2707
4/26/2011,3.9162
4/25/2011,4.8493
4/21/2011,4.6815
4/20/2011,5.2347
4/19/2011,6.6569
4/18/2011,7.2682
4/15/2011,6.0863
4/14/2011,6.5028
4/13/2011,6.5117
4/12/2011,6.5319
4/11/2011,5.7035
4/8/2011,5.4082
4/7/2011,4.9861
4/6/2011,4.8265
4/5/2011,5.0554
4/4/2011,5.0365
4/1/2011,5.1478
3/31/2011,5.6697
3/30/2011,5.4763
3/29/2011,6.1814
3/28/2011,6.8547
3/25/2011,6.5611
3/24/2011,6.898
3/23/2011,7.8965
3/22/2011,8.2109
3/21/2011,7.8267
3/18/2011,9.4425
3/17/2011,9.9151
3/16/2011,11.3869
3/15/2011,9.2154
3/14/2011,7.9922
3/11/2011,7.4156
3/10/2011,8.1761
3/9/2011,6.134
3/8/2011,5.9902
3/7/2011,6.936
3/4/2011,5.8169
3/3/2011,5.0362
3/2/2011,6.8448
3/1/2011,7.0174
2/28/2011,5.333
2/25/2011,5.7672
2/24/2011,6.8831
2/23/2011,6.7768
2/22/2011,6.1234
2/18/2011,3.3499
2/17/2011,3.5489
2/16/2011,3.8673
2/15/2011,4.5173
2/14/2011,4.1792
2/11/2011,4.7286
2/10/2011,5.3054
2/9/2011,5.3843
2/8/2011,5.0907
2/7/2011,5.5305
2/4/2011,5.5787
2/3/2011,5.8833
2/2/2011,6.1325
2/1/2011,5.8436
1/31/2011,7.6105
1/28/2011,8.4351
1/27/2011,6.4992
1/26/2011,6.7382
1/25/2011,7.1888
1/24/2011,7.217
1/21/2011,7.8428
1/20/2011,8.103
1/19/2011,7.9631
1/18/2011,6.8709
1/14/2011,7.018
1/13/2011,7.8083
1/12/2011,7.6239
1/11/2011,8.5933
1/10/2011,8.9978
1/7/2011,7.8254
1/6/2011,7.6265
1/5/2011,7.398
1/4/2011,7.9358
1/3/2011,-3.292
12/31/2010,-2.1978
12/30/2010,-2.2164
12/29/2010,-2.3639
12/28/2010,-2.2654
12/27/2010,-0.5996
12/23/2010,-0.5387
12/22/2010,-0.7022
12/21/2010,-0.3667
12/20/2010,-2.1715
12/17/2010,-1.9222
12/16/2010,-1.8401
12/15/2010,-1.233
12/14/2010,-1.7389
12/13/2010,-1.73
12/10/2010,-1.7252
12/9/2010,-1.4599
12/8/2010,-1.0812
12/7/2010,-0.715
12/6/2010,-0.6639
12/3/2010,-0.7928
12/2/2010,-0.5346
12/1/2010,0.7404
11/30/2010,2.9181
11/29/2010,2.2934
11/26/2010,2.4046
11/24/2010,1.6398
11/23/2010,3.1565
11/22/2010,1.683
11/19/2010,1.5228
11/18/2010,1.7807
11/17/2010,3.3438
11/16/2010,3.3658
11/15/2010,1.6907
11/12/2010,1.4001
11/11/2010,0.2027
11/10/2010,-0.2224
11/9/2010,0.2143
11/8/2010,-1.0832
11/5/2010,-1.293
11/4/2010,-0.9058
11/3/2010,1.005
11/2/2010,1.3765
11/1/2010,2.1623
10/29/2010,2.2599
10/28/2010,2.2149
10/27/2010,2.3299
10/26/2010,2.0546
10/25/2010,2.0563
10/22/2010,2.1909
10/21/2010,2.4342
10/20/2010,2.6168
10/19/2010,3.6967
10/18/2010,1.9659
10/15/2010,2.7045
10/14/2010,2.9127
10/13/2010,2.538
10/12/2010,3.2682
10/11/2010,2.5469
10/8/2010,2.5619
10/7/2010,3.1898
10/6/2010,3.0199
10/5/2010,2.9507
10/4/2010,5.0984
10/1/2010,4.2539
9/30/2010,4.7143
9/29/2010,4.3914
9/28/2010,4.1213
9/27/2010,4.6263
9/24/2010,3.8592
9/23/2010,6.0605
9/22/2010,5.6177
9/21/2010,5.108
9/20/2010,4.8385
9/17/2010,7.2327
9/16/2010,7.3213
9/15/2010,7.2822
9/14/2010,7.6621
9/13/2010,7.5853
9/10/2010,8.6927
9/9/2010,9.2213
9/8/2010,9.7491
9/7/2010,10.8221
9/3/2010,9.5508
9/2/2010,10.999
9/1/2010,12.007
8/31/2010,17.5988
8/30/2010,17.6448
8/27/2010,15.9132
8/26/2010,17.8358
8/25/2010,16.9302
8/24/2010,17.3149
8/23/2010,15.706
8/20/2010,15.2385
8/19/2010,14.8164
8/18/2010,12.872
8/17/2010,13.0393
8/16/2010,14.4175
8/13/2010,14.7093
8/12/2010,14.2477
8/11/2010,13.6332
8/10/2010,10.4312
8/9/2010,9.7722
8/6/2010,10.7307
8/5/2010,10.3196
8/4/2010,10.1806
8/3/2010,10.8473
8/2/2010,10.3157
7/30/2010,12.7451
7/29/2010,12.7523
7/28/2010,12.2834
7/27/2010,11.5061
7/26/2010,11.3891
7/23/2010,12.6367
7/22/2010,13.5626
7/21/2010,16.1193
7/20/2010,14.6306
7/19/2010,15.9393
7/16/2010,16.6329
7/15/2010,13.2716
7/14/2010,13.4071
7/13/2010,13.3894
7/12/2010,15.8749
7/9/2010,15.9598
7/8/2010,16.7962
7/7/2010,17.8945
7/6/2010,24.02
7/2/2010,23.7067
7/1/2010,23.1299
6/30/2010,22.7309
6/29/2010,21.4898
6/28/2010,17.7215
6/25/2010,17.7596
6/24/2010,18.0974
6/23/2010,16.113
6/22/2010,15.7663
6/21/2010,13.9059
6/18/2010,13.4665
6/17/2010,13.616
6/16/2010,13.7618
6/15/2010,13.6985
6/14/2010,16.3698
6/11/2010,16.1598
6/10/2010,16.6685
6/9/2010,20.111
6/8/2010,19.3974
6/7/2010,20.7079
6/4/2010,19.0744
6/3/2010,14.9769
6/2/2010,15.4427
6/1/2010,18.4261
5/28/2010,16.3933
5/27/2010,14.9529
5/26/2010,18.7322
5/25/2010,18.06
5/24/2010,18.1018
5/21/2010,17.037
5/20/2010,18.7954
5/19/2010,14.1653
5/18/2010,13.5796
5/17/2010,11.9672
5/14/2010,12.0914
5/13/2010,9.9841
5/12/2010,8.6483
5/11/2010,9.7085
5/10/2010,9.3358
5/7/2010,14.1427
5/6/2010,12.3964
5/5/2010,8.7572
5/4/2010,8.0436
5/3/2010,5.468
4/30/2010,6.8518
4/29/2010,5.073
4/28/2010,6.433
4/27/2010,6.7829
4/26/2010,4.2861
4/23/2010,3.1809
4/22/2010,3.9159
4/21/2010,3.0723
4/20/2010,2.9672
4/19/2010,3.7978
4/16/2010,4.2672
4/15/2010,2.5857
4/14/2010,2.6721
4/13/2010,3.8169
4/12/2010,3.8881
4/9/2010,4.0716
4/8/2010,4.7672
4/7/2010,5.1207
4/6/2010,4.503
4/5/2010,4.679
4/1/2010,5.5089
3/31/2010,6.2911
3/30/2010,5.9432
3/29/2010,5.9477
3/26/2010,6.5499
3/25/2010,6.6285
3/24/2010,6.4468
3/23/2010,5.862
3/22/2010,6.6211
3/19/2010,7.1644
3/18/2010,5.8473
3/17/2010,5.8128
3/16/2010,6.4289
3/15/2010,7.2568
3/12/2010,7.3053
3/11/2010,7.282
3/10/2010,7.7155
3/9/2010,8.2029
3/8/2010,8.3873
3/5/2010,8.3692
3/4/2010,9.7091
3/3/2010,10.119
3/2/2010,10.1662
3/1/2010,10.423
2/26/2010,11.5447
2/25/2010,11.7015
2/24/2010,11.469
2/23/2010,12.5525
2/22/2010,11.1893
2/19/2010,11.074
2/18/2010,11.3169
2/17/2010,12.0499
2/16/2010,12.5248
2/12/2010,14.5503
2/11/2010,14.2359
2/10/2010,15.3407
2/9/2010,15.0843
2/8/2010,16.585
2/5/2010,15.5516
2/4/2010,15.8864
2/3/2010,12.2776
2/2/2010,11.663
2/1/2010,13.1116
1/29/2010,14.7252
1/28/2010,13.5976
1/27/2010,12.2551
1/26/2010,12.803
1/25/2010,12.3278
1/22/2010,12.8453
1/21/2010,10.3468
1/20/2010,8.2563
1/19/2010,7.109
1/15/2010,7.8317
1/14/2010,6.6646
1/13/2010,6.9234
1/12/2010,7.8136
1/11/2010,6.8022
1/8/2010,6.9888
1/7/2010,7.2961
1/6/2010,7.7264
1/5/2010,7.7852
1/4/2010,8.1219
12/31/2009,-3.9548
12/30/2009,-4.92
12/29/2009,-4.9014
12/28/2009,-5.0347
12/24/2009,-4.9251
12/23/2009,-4.4253
12/22/2009,-4.2056
12/21/2009,-3.8643
12/18/2009,-2.8545
12/17/2009,-2.2882
12/16/2009,-3.4422
12/15/2009,-3.3332
12/14/2009,-3.8695
12/11/2009,-3.2004
12/10/2009,-2.8439
12/9/2009,-2.2766
12/8/2009,-1.9177
12/7/2009,-2.9232
12/4/2009,-3.1628
12/3/2009,-2.6293
12/2/2009,-3.4465
12/1/2009,-3.4143
11/30/2009,-2.248
11/27/2009,-1.8773
11/25/2009,-3.5682
11/24/2009,-3.1339
11/23/2009,-3.1856
11/20/2009,-1.8674
11/19/2009,-2.1828
11/18/2009,-3.4961
11/17/2009,-4.9823
11/16/2009,-4.895
11/13/2009,-3.519
11/12/2009,-2.9653
11/11/2009,-3.9608
11/10/2009,-3.4776
11/9/2009,-3.4837
11/6/2009,-1.3373
11/5/2009,-1.0903
11/4/2009,0.8122
11/3/2009,0.9173
11/2/2009,1.1622
10/30/2009,1.8143
10/29/2009,-1.0421
10/28/2009,1.1864
10/27/2009,-0.7918
10/26/2009,-1.12
10/23/2009,-2.7418
10/22/2009,-3.9262
10/21/2009,-2.9036
10/20/2009,-3.7633
10/19/2009,-4.3637
10/16/2009,-3.4643
10/15/2009,-4.246
10/14/2009,-3.8479
10/13/2009,-2.1608
10/12/2009,-3.1769
10/9/2009,-2.7522
10/8/2009,-2.2037
10/7/2009,-1.4741
10/6/2009,-1.206
10/5/2009,0.148
10/2/2009,1.15
10/1/2009,0.6943
9/30/2009,-1.8996
9/29/2009,-2.2261
9/28/2009,-2.4441
9/25/2009,-0.7066
9/24/2009,-1.3114
9/23/2009,-3.664
9/22/2009,-4.6339
9/21/2009,-4.0069
9/18/2009,-4.334
9/17/2009,-4.0808
9/16/2009,-4.3752
9/15/2009,-2.9099
9/14/2009,-2.6054
9/11/2009,-1.9881
9/10/2009,-2.1204
9/9/2009,-1.1003
9/8/2009,-0.3306
9/4/2009,0.551
9/3/2009,1.8699
9/2/2009,2.7394
9/1/2009,2.4007
8/31/2009,0.1342
8/28/2009,-0.6735
8/27/2009,-0.871
8/26/2009,-0.5953
8/25/2009,-0.5837
8/24/2009,-0.3481
8/21/2009,-0.4025
8/20/2009,1.4523
8/19/2009,2.5631
8/18/2009,3.2667
8/17/2009,4.3145
8/14/2009,1.7837
8/13/2009,0.9153
8/12/2009,1.6096
8/11/2009,2.7807
8/10/2009,1.4795
8/7/2009,1.1401
8/6/2009,2.4993
8/5/2009,1.9228
8/4/2009,1.6258
8/3/2009,1.9319
7/31/2009,3.4958
7/30/2009,3.5723
7/29/2009,4.8044
7/28/2009,4.3262
7/27/2009,4.0542
7/24/2009,4.3645
7/23/2009,2.1213
7/22/2009,4.4997
7/21/2009,4.4438
7/20/2009,4.8227
7/17/2009,4.7449
7/16/2009,4.7048
7/15/2009,5.6096
7/14/2009,8.7389
7/13/2009,9.3169
7/10/2009,10.1089
7/9/2009,9.666
7/8/2009,10.055
7/7/2009,9.8714
7/6/2009,7.7087
7/2/2009,7.9851
7/1/2009,4.8379
6/30/2009,5.2952
6/29/2009,4.397
6/26/2009,5.3433
6/25/2009,5.1877
6/24/2009,7.4433
6/23/2009,8.1443
6/22/2009,8.3938
6/19/2009,4.2085
6/18/2009,4.533
6/17/2009,5.4123
6/16/2009,5.2666
6/15/2009,3.9276
6/12/2009,1.4574
6/11/2009,1.5991
6/10/2009,2.2201
6/9/2009,1.8643
6/8/2009,2.2212
6/5/2009,0.4159
6/4/2009,0.1634
6/3/2009,1.3136
6/2/2009,-0.0783
6/1/2009,0.1198
5/29/2009,4.2279
5/28/2009,5.6427
5/27/2009,7.2716
5/26/2009,3.8085
5/22/2009,6.9899
5/21/2009,6.8297
5/20/2009,5.0395
5/19/2009,4.5005
5/18/2009,4.319
5/15/2009,7.4891
5/14/2009,6.2627
5/13/2009,7.3627
5/12/2009,4.4751
5/11/2009,4.3729
5/8/2009,2.1276
5/7/2009,4.5857
5/6/2009,3.2049
5/5/2009,5.0011
5/4/2009,4.603
5/1/2009,9.0573
4/30/2009,9.6459
4/29/2009,9.5417
4/28/2009,11.9089
4/27/2009,11.6022
4/24/2009,10.4787
4/23/2009,12.3345
4/22/2009,13.4491
4/21/2009,12.5776
4/20/2009,14.9701
4/17/2009,10.0506
4/16/2009,10.5975
4/15/2009,12.316
4/14/2009,13.7255
4/13/2009,11.4436
4/9/2009,11.726
4/8/2009,15.9775
4/7/2009,17.3441
4/6/2009,14.5449
4/3/2009,13.5905
4/2/2009,14.6959
4/1/2009,17.9908
3/31/2009,19.9444
3/30/2009,21.5192
3/27/2009,17.288
3/26/2009,14.9053
3/25/2009,17.5849
3/24/2009,18.7168
3/23/2009,16.2932
3/20/2009,25.6929
3/19/2009,23.208
3/18/2009,21.6089
3/17/2009,24.1454
3/16/2009,28.1354
3/13/2009,27.024
3/12/2009,28.673
3/11/2009,33.9137
3/10/2009,34.2412
3/9/2009,42.7875
3/6/2009,47.3558
3/5/2009,47.535
3/4/2009,41.26
3/3/2009,44.6153
3/2/2009,43.6888
2/27/2009,37.3981
2/26/2009,34.1604
2/25/2009,36.7499
2/24/2009,35.2924
2/23/2009,40.7181
2/20/2009,37.5235
2/19/2009,35.954
2/18/2009,34.3193
2/17/2009,34.1916
2/13/2009,28.078
2/12/2009,26.7975
2/11/2009,27.018
2/10/2009,28.0284
2/9/2009,21.7395
2/6/2009,21.9203
2/5/2009,25.1995
2/4/2009,27.2485
2/3/2009,26.2955
2/2/2009,28.2952
1/30/2009,28.2269
1/29/2009,25.3047
1/28/2009,21.269
1/27/2009,25.3385
1/26/2009,25.632
1/23/2009,27.5317
1/22/2009,28.2175
1/21/2009,26.2734
1/20/2009,31.7652
1/16/2009,24.8059
1/15/2009,25.7496
1/14/2009,25.9168
1/13/2009,21.7036
1/12/2009,21.9176
1/9/2009,21.076
1/8/2009,18.4967
1/7/2009,18.8992
1/6/2009,15.3311
1/5/2009,16.2327
1/2/2009,0.6654
12/31/2008,3.8472
12/30/2008,5.3175
12/29/2008,7.888
12/26/2008,7.4702
12/24/2008,8.0458
12/23/2008,8.6705
12/22/2008,7.6145
12/19/2008,5.6449
12/18/2008,5.9552
12/17/2008,3.7129
12/16/2008,2.718
12/15/2008,7.9936
12/12/2008,25.0384
12/11/2008,25.9172
12/10/2008,22.3255
12/9/2008,23.7805
12/8/2008,20.919
12/5/2008,32.6378
12/4/2008,37.479
12/3/2008,33.4497
12/2/2008,36.8975
12/1/2008,42.3653
11/28/2008,29.6528
11/26/2008,30.903
11/25/2008,35.5276
11/24/2008,36.4154
11/21/2008,45.2446
11/20/2008,54.4309
11/19/2008,44.0651
11/18/2008,35.2547
11/17/2008,36.5854
11/14/2008,34.3196
11/13/2008,28.7186
11/12/2008,37.6276
11/11/2008,30.4856
11/10/2008,27.6096
11/7/2008,28.358
11/6/2008,32.0617
11/5/2008,25.4238
11/4/2008,18.8168
11/3/2008,23.6676
10/31/2008,26.2452
10/30/2008,28.185
10/29/2008,31.4927
10/28/2008,30.0358
10/27/2008,44.0654
10/24/2008,39.4893
10/23/2008,34.6753
10/22/2008,36.3768
10/21/2008,28.0561
10/20/2008,24.112
10/17/2008,33.0073
10/16/2008,32.1809
10/15/2008,37.7996
10/14/2008,25.3494
10/13/2008,24.6823
10/10/2008,54.6896
10/9/2008,52.8706
10/8/2008,41.2269
10/7/2008,39.6264
10/6/2008,31.6126
10/3/2008,27.089
10/2/2008,25.3724
10/1/2008,20.32
9/30/2008,19.7743
9/29/2008,26.2665
9/26/2008,17.0642
9/25/2008,17.435
9/24/2008,19.7433
9/23/2008,19.5065
9/22/2008,17.6383
9/19/2008,14.8134
9/18/2008,19.4344
9/17/2008,24.6119
9/16/2008,18.7386
9/15/2008,20.8183
9/12/2008,16.5615
9/11/2008,16.8088
9/10/2008,18.4215
9/9/2008,19.1497
9/8/2008,15.0822
9/5/2008,17.4425
9/4/2008,17.9629
9/3/2008,14.4332
9/2/2008,14.2003
8/29/2008,13.7329
8/28/2008,12.1721
8/27/2008,13.8367
8/26/2008,14.7455
8/25/2008,15.1685
8/22/2008,12.9082
8/21/2008,14.1878
8/20/2008,14.4727
8/19/2008,15.1821
8/18/2008,14.1092
8/15/2008,12.8486
8/14/2008,13.3085
8/13/2008,13.9342
8/12/2008,13.602
8/11/2008,12.233
8/8/2008,13.1665
8/7/2008,15.8704
8/6/2008,13.7924
8/5/2008,14.1741
8/4/2008,17.4521
8/1/2008,16.3999
7/31/2008,15.7506
7/30/2008,14.2292
7/29/2008,16.1336
7/28/2008,18.8461
7/25/2008,16.9539
7/24/2008,17.4414
7/23/2008,14.7256
7/22/2008,15.1919
7/21/2008,16.746
7/18/2008,18.8248
7/17/2008,18.8587
7/16/2008,20.2865
7/15/2008,23.3013
7/14/2008,21.9572
7/11/2008,20.6948
7/10/2008,19.3563
7/9/2008,20.1906
7/8/2008,17.4531
7/7/2008,19.4592
7/3/2008,20.1204
7/2/2008,20.2518
7/1/2008,18.0627
6/30/2008,18.5156
6/27/2008,18.6658
6/26/2008,18.2247
6/25/2008,14.753
6/24/2008,15.4235
6/23/2008,15.0986
6/20/2008,15.1047
6/19/2008,12.9704
6/18/2008,13.3943
6/17/2008,12.293
6/16/2008,11.5326
6/13/2008,11.4681
6/12/2008,13.1453
6/11/2008,13.5164
6/10/2008,11.5986
6/9/2008,11.3265
6/6/2008,11.4149
6/5/2008,7.9734
6/4/2008,10.0784
6/3/2008,10.0425
6/2/2008,9.4056
5/30/2008,8.4706
5/29/2008,8.635
5/28/2008,9.2146
5/27/2008,9.6474
5/23/2008,10.3981
5/22/2008,8.9396
5/21/2008,9.2248
5/20/2008,7.4713
5/19/2008,6.4747
5/16/2008,6.5703
5/15/2008,6.7036
5/14/2008,7.833
5/13/2008,8.2649
5/12/2008,8.2233
5/9/2008,8.9838
5/8/2008,8.2508
5/7/2008,8.648
5/6/2008,6.68
5/5/2008,7.4963
5/2/2008,7.009
5/1/2008,7.3552
4/30/2008,9.1954
4/29/2008,8.7754
4/28/2008,8.3524
4/25/2008,7.6661
4/24/2008,8.3654
4/23/2008,9.0635
4/22/2008,9.3798
4/21/2008,8.4161
4/18/2008,8.2477
4/17/2008,10.2112
4/16/2008,10.2798
4/15/2008,12.7822
4/14/2008,13.301
4/11/2008,13.4428
4/10/2008,11.1315
4/9/2008,11.6287
4/8/2008,10.7254
4/7/2008,10.1607
4/4/2008,11.1354
4/3/2008,11.2239
4/2/2008,11.3687
4/1/2008,11.1533
3/31/2008,15.1433
3/28/2008,15.7981
3/27/2008,14.8775
3/26/2008,13.561
3/25/2008,12.5655
3/24/2008,12.8248
3/20/2008,15.0048
3/19/2008,17.7585
3/18/2008,14.8985
3/17/2008,19.7713
3/14/2008,21.5706
3/13/2008,19.044
3/12/2008,19.6543
3/11/2008,18.578
3/10/2008,22.9808
3/7/2008,23.012
3/6/2008,21.9774
3/5/2008,19.2922
3/4/2008,19.9171
3/3/2008,19.5037
2/29/2008,19.5674
2/28/2008,16.3284
2/27/2008,15.2882
2/26/2008,15.1822
2/25/2008,15.979
2/22/2008,17.3593
2/21/2008,18.2841
2/20/2008,16.7621
2/19/2008,17.736
2/15/2008,17.6296
2/14/2008,17.729
2/13/2008,16.1489
2/12/2008,17.729
2/11/2008,18.5845
2/8/2008,20.4095
2/7/2008,19.9034
2/6/2008,20.8489
2/5/2008,19.9276
2/4/2008,16.0904
2/1/2008,14.8758
1/31/2008,16.2816
1/30/2008,18.2319
1/29/2008,17.6686
1/28/2008,18.3926
1/25/2008,21.3729
1/24/2008,19.4465
1/23/2008,20.6484
1/22/2008,23.2354
1/18/2008,22.2466
1/17/2008,21.5076
1/16/2008,17.9726
1/15/2008,17.3105
1/14/2008,14.3866
1/11/2008,16.4866
1/10/2008,14.9029
1/9/2008,15.8161
1/8/2008,17.394
1/7/2008,15.2396
1/4/2008,15.611
1/3/2008,12.7726
1/2/2008,12.7726
12/31/2007,7.3987
12/28/2007,6.6629
12/27/2007,6.816
12/26/2007,5.2976
12/24/2007,5.3827
12/21/2007,6.2339
12/20/2007,8.0048
12/19/2007,8.5341
12/18/2007,8.3864
12/17/2007,9.067
12/14/2007,7.1562
12/13/2007,5.6832
12/12/2007,5.8126
12/11/2007,6.4528
12/10/2007,3.7626
12/7/2007,5.14
12/6/2007,4.9524
12/5/2007,6.5313
12/4/2007,8.1495
12/3/2007,8.5288
11/30/2007,7.8899
11/29/2007,8.7282
11/28/2007,8.78
11/27/2007,11.8867
11/26/2007,13.5572
11/23/2007,10.9183
11/21/2007,12.7918
11/20/2007,10.9953
11/19/2007,11.4933
11/16/2007,9.5466
11/15/2007,10.1196
11/14/2007,8.6646
11/13/2007,7.8964
11/12/2007,11.0355
11/9/2007,9.9264
11/8/2007,8.3559
11/7/2007,8.2935
11/6/2007,5.1129
11/5/2007,6.3794
11/2/2007,6.0511
11/1/2007,6.1361
10/31/2007,3.3317
