Start Date,1/10/2000,,,
End Date,,,,
,,,,
SPX Index,5 day,20 day,50 day,200 day
Dates,SMAVG,SMAVG,SMAVG,SMAVG
12/26/2003,1093.512,1042.3625,1027.1254,947.7353
12/29/2003,1097.674,1043.0625,1028.3162,948.56345
12/30/2003,1101.014,1043.964,1029.4178,949.4307
12/31/2003,1104.194,1044.93,1030.643,950.28425
1/2/2004,1107.082,1045.6875,1031.6504,951.2433
1/5/2004,1112.348,1045.7755,1032.4324,952.24145
1/6/2004,1115.186,1045.63,1032.924,953.1816
1/7/2004,1118.524,1046.22,1033.5698,954.1526
1/8/2004,1122.524,1046.637,1034.1786,955.2216
1/9/2004,1125.2,1047.1885,1034.7578,956.19485
1/12/2004,1126.202,1047.136,1034.9976,957.1114
1/13/2004,1125.712,1046.542,1035.2172,958.04115
1/14/2004,1126.55,1047.146,1035.8476,959.0354
1/15/2004,1126.576,1047.14,1036.1922,960.0129
1/16/2004,1130.17,1047.4585,1036.5252,961.04085
1/20/2004,1132.478,1048.506,1037.2706,962.1214
1/21/2004,1137.758,1048.861,1037.762,963.24485
1/22/2004,1140.442,1049.378,1038.4116,964.4437
1/23/2004,1142.342,#N/A N/A,#N/A N/A,#N/A N/A
1/26/2004,1145.45,1049.941,1038.784,965.64785
1/27/2004,1146.506,1050.9115,1039.4604,966.824
1/28/2004,1142.678,1051.2915,1040.3364,967.90125
1/29/2004,1140.714,1051.8655,1041.0504,968.99925
1/30/2004,1138.63,1052.761,1042.2572,970.16235
2/2/2004,1134.608,1052.9335,1043.4218,971.229
2/3/2004,1133.004,1053.738,1044.8708,972.4126
2/4/2004,1132.614,1054.3915,1045.9428,973.52065
2/5/2004,1131.508,1055.0155,1047.2044,974.67815
2/6/2004,1133.834,1055.648,1048.2642,975.8478
2/9/2004,1134.744,1056.4345,1049.3422,977.01275
2/10/2004,1136.646,1057.319,1050.106,978.1789
2/11/2004,1142.892,1058.894,1050.9216,979.4446
2/12/2004,1147.596,1061.0105,1051.6662,980.67775
2/13/2004,1148.206,1063.3475,1052.7742,982.01315
2/17/2004,1151.642,1066.0985,1053.773,983.31205
2/18/2004,1152.898,1068.9815,1054.8706,984.73935
2/19/2004,1150.758,1071.1785,1055.884,986.2158
2/20/2004,1149.158,1073.186,1056.7752,987.66505
2/23/2004,1148.194,#N/A N/A,#N/A N/A,#N/A N/A
2/24/2004,1144.614,1075.058,1057.7578,988.985
2/25/2004,1142.984,1077.622,1058.946,990.36605
2/26/2004,1142.554,1079.598,1060.3524,991.6003
2/27/2004,1142.72,1081.863,1061.6972,992.82765
3/1/2004,1145.714,#N/A N/A,#N/A N/A,#N/A N/A
3/2/2004,1147.716,1084.0505,1062.9462,993.99995
3/3/2004,1149.19,1086.6755,1064.7834,995.2327
3/4/2004,1151.184,1089.784,1066.5814,996.3721
3/5/2004,1153.57,1092.6355,1068.5298,997.6826
3/8/2004,1151.82,1096.2225,1070.5456,998.9685
3/9/2004,1150.116,1099.363,1072.047,1000.22805
3/10/2004,1144.686,1102.164,1073.6294,1001.5216
3/11/2004,1135.066,1104.518,1075.115,1002.8102
3/12/2004,1127.806,1107.642,1076.7112,1004.2219
3/15/2004,1119.262,1110.488,1078.1718,1005.58975
3/16/2004,1113.286,1113.6555,1079.9034,1006.8844
3/17/2004,1113.258,#N/A N/A,#N/A N/A,#N/A N/A
3/18/2004,1116.366,1116.135,1081.6426,1008.196
3/19/2004,1114.208,1119.0825,1083.434,1009.53985
3/22/2004,1112.39,1121.6325,1085.2486,1010.8599
3/23/2004,1109.04,1123.909,1087.1374,1012.1762
3/24/2004,1102.556,1126.9755,1089.3134,1013.6231
3/25/2004,1099.93,1129.3835,1091.0232,1014.98545
3/26/2004,1099.586,1130.3335,1092.4246,1016.28635
3/29/2004,1105,1131.5575,1094.1,1017.5308
3/30/2004,1111.61,1132.518,1095.85,1018.7324
3/31/2004,1118.586,1133.857,1097.8722,1020.00915
4/1/2004,1123.182,1134.5475,1099.744,1021.2214
4/2/2004,1129.932,1134.6905,1101.6016,1022.394
4/5/2004,1135.552,1134.8035,1103.4678,1023.4801
4/6/2004,1139.784,1135.3455,1105.2814,1024.5988
4/7/2004,1142.648,1136.243,1106.9998,1025.7407
4/8/2004,1144.078,1137.1585,1108.7416,1026.97435
4/12/2004,1144.756,1138.9855,1110.7328,1028.18895
4/13/2004,1140.53,1140.065,1112.3726,1029.3603
4/14/2004,1136.532,1140.753,1113.9564,1030.50475
4/15/2004,1134.194,#N/A N/A,#N/A N/A,#N/A N/A
4/16/2004,1133.252,1141.611,1115.8016,1031.7082
4/19/2004,1131.376,1142.2635,1117.4436,1032.8169
4/20/2004,1129.118,1142.2355,1119.1548,1033.91945
4/21/2004,1128.302,1142.244,1120.651,1034.96805
4/22/2004,1130.52,1142.216,1122.2672,1036.0249
4/23/2004,1131.718,1141.402,1123.868,1037.119
4/26/2004,1131.66,1141.383,1125.3172,1038.1703
4/27/2004,1135.652,1142.2045,1126.7326,1039.1693
4/28/2004,1135.316,1142.7455,1128.2706,1040.1825
4/29/2004,1130.108,1143.987,1129.8872,1041.2659
4/30/2004,1123.45,1144.679,1131.3396,1042.27805
5/3/2004,1119.842,1145.4295,1132.5768,1043.31175
5/4/2004,1116.13,1146.847,1133.901,1044.4823
5/5/2004,1115.954,1148.261,1135.1796,1045.668
5/6/2004,1115.974,1148.4835,1136.2034,1046.78695
5/7/2004,1114.252,1148.522,1137.1342,1047.8305
5/10/2004,1108.178,1147.4395,1137.6942,1048.78385
5/11/2004,1103.358,1144.8905,1137.6402,1049.56035
5/12/2004,1098.508,1143.3135,1137.8588,1050.3971
5/13/2004,1094.998,1141.2475,1137.7102,1051.17135
5/14/2004,1094.398,1138.933,1137.7546,1051.9069
5/17/2004,1093.794,1137.5295,1137.7852,1052.69065
5/18/2004,1093.002,1136.2925,1137.7582,1053.44445
5/19/2004,1091.284,1134.576,1137.4272,1054.06215
5/20/2004,1089.834,1132.2965,1136.6968,1054.58845
5/21/2004,1089.406,1130.0395,1136.1386,1055.1194
5/24/2004,1091.668,1127.4225,1135.4206,1055.6964
5/25/2004,1095.98,1125.6365,1135.18,1056.31815
5/26/2004,1101.23,1123.7925,1134.7308,1056.87105
5/27/2004,1107.648,1122.118,1134.5392,1057.49085
5/28/2004,1113.072,1121.013,1134.2826,1058.1828
6/1/2004,1118.23,1119.7715,1134.0314,1058.76015
6/2/2004,1120.618,1118.636,1133.7224,1059.3627
6/3/2004,1120.958,1117.883,1133.6798,1060.0213
6/4/2004,1121.202,1118.051,1133.8602,1060.80065
6/7/2004,1125.15,1118.43,1133.716,1061.563
6/8/2004,1129.346,1119.262,1133.6456,1062.35745
6/9/2004,1130.614,1120.889,1133.8624,1063.1368
6/10/2004,1134.58,#N/A N/A,#N/A N/A,#N/A N/A
6/14/2004,1135.138,1122.1205,1134.084,1063.9862
6/15/2004,1133.456,1123.368,1134.0502,1064.7043
6/16/2004,1131.732,1124.2415,1133.9084,1065.46405
6/17/2004,1131.876,1124.496,1133.7646,1066.23575
6/18/2004,1131.586,1125.1105,1133.9262,1066.9972
6/21/2004,1132.588,1126.4125,1134.0708,1067.70755
6/22/2004,1133.068,1127.55,1133.5786,1068.3698
6/23/2004,1135.168,1129.057,1133.2642,1068.96815
6/24/2004,1136.888,1131.487,1133.152,1069.6286
6/25/2004,1136.77,1133.0575,1132.8088,1070.32055
6/28/2004,1137.38,1134.431,1132.4772,1071.0547
6/29/2004,1137.738,1135.213,1132.3232,1071.75455
6/30/2004,1137.094,1134.9835,1131.6316,1072.3473
7/1/2004,1134.752,1134.3675,1130.873,1072.91465
7/2/2004,1132.942,1133.1245,1130.078,1073.4812
7/6/2004,1129.514,1131.9085,1129.5456,1074.16
7/7/2004,1125.94,1130.3575,1129.1168,1074.79115
7/8/2004,1119.594,1129.026,1128.7656,1075.5048
7/9/2004,1116.368,1127.699,1128.172,1076.1342
7/12/2004,1114.162,1125.668,1127.2478,1076.68465
7/13/2004,1113.948,1122.764,1126.0914,1077.21225
7/14/2004,1112.576,1121.0645,1124.8812,1077.6961
7/15/2004,1112.092,1119.52,1123.8448,1078.1999
7/16/2004,1109.81,1117.9,1122.7528,1078.7357
7/19/2004,1107.122,1115.9545,1121.5692,1079.27675
7/20/2004,1105.828,1113.3685,1120.1138,1079.7457
7/21/2004,1102.31,1112.0355,1118.9994,1080.3024
7/22/2004,1100.342,1110.2655,1117.9616,1080.83175
7/23/2004,1097.302,1107.7285,1117.2676,1081.4504
7/26/2004,1093.934,1105.3765,1117.0032,1082.0828
7/27/2004,1091.166,1103.3705,1116.5,1082.68925
7/28/2004,1091.474,1102.1175,1116.6712,1083.36655
7/29/2004,1092.19,1101.744,1116.756,1084.0383
7/30/2004,1095.294,1102.1135,1116.7066,1084.69295
8/2/2004,1099.804,1102.782,1116.6738,1085.3762
8/3/2004,1100.776,#N/A N/A,#N/A N/A,#N/A N/A
8/4/2004,1101.418,1102.9675,1116.9022,1086.02965
8/5/2004,1097.472,1103.2395,1117.494,1086.70125
8/6/2004,1089.922,1102.995,1117.9478,1087.28575
8/9/2004,1081.642,1103.4205,1118.5712,1087.8865
8/10/2004,1077.512,1105.5065,1119.1958,1088.5871
8/11/2004,1072.946,1108.2595,1119.8782,1089.2816
8/12/2004,1069.452,1110.0535,1120.0554,1089.97295
8/13/2004,1069.618,1112.013,1120.2448,1090.68675
8/16/2004,1072.442,#N/A N/A,#N/A N/A,#N/A N/A
8/17/2004,1072.976,1113.4555,1120.2264,1091.32955
8/18/2004,1076.85,1115.271,1120.2232,1092.00565
8/19/2004,1082.45,1117.744,1120.0582,1092.65925
8/20/2004,1089.16,1119.772,1119.6878,1093.27945
8/23/2004,1092.428,1122.0885,1119.425,1093.8446
8/24/2004,1095.324,1124.144,1119.2204,1094.36475
8/25/2004,1097.282,1126.1865,1119.1222,1094.89695
8/26/2004,1100.054,1128.619,1119.0994,1095.5103
8/27/2004,1101.938,1129.999,1119.3236,1096.05535
8/30/2004,1102.632,1130.9735,1119.4488,1096.61165
8/31/2004,1104.242,1131.577,1119.539,1097.2238
9/1/2004,1104.432,1132.353,1119.5708,1097.8227
9/2/2004,1107.076,1133.335,1119.6712,1098.43375
9/3/2004,1108.248,1133.5325,1119.887,1099.0044
9/7/2004,1112.678,1133.9695,1119.9128,1099.4847
9/8/2004,1115.084,#N/A N/A,#N/A N/A,#N/A N/A
9/9/2004,1117.578,1133.655,1119.4384,1099.9359
9/10/2004,1118.7,1132.5505,1118.993,1100.32965
9/13/2004,1121.138,1130.897,1118.4646,1100.6937
9/14/2004,1122.544,1129.971,1117.9586,1101.14365
9/15/2004,1123.364,1128.865,1117.7974,1101.57025
9/16/2004,1124.388,1128.3575,1117.8224,1102.09905
9/17/2004,1125.314,1127.3305,1117.9056,1102.64005
9/20/2004,1124.59,1125.987,1117.6896,1103.18925
9/21/2004,1124.784,1124.4545,1117.3266,1103.66335
9/22/2004,1123.422,1122.749,1116.9142,1104.18805
9/23/2004,1120.394,1121.6675,1116.8078,1104.6403
9/24/2004,1116.706,1119.641,1116.7114,1105.0085
9/27/2004,1112.97,1117.2805,1116.906,1105.3435
9/28/2004,1109.122,1114.558,1116.721,1105.60275
9/29/2004,1109.37,1112.04,1116.4568,1105.82685
9/30/2004,1110.614,1110.114,1116.4246,1106.1321
10/1/2004,1114.892,1108.075,1116.419,1106.41555
10/4/2004,1121.222,1106.0545,1116.7456,1106.7274
10/5/2004,1126.106,1104.6935,1116.9502,1107.00925
10/6/2004,1131.556,1103.7555,1117.3088,1107.29495
10/7/2004,1134.77,1102.9295,1117.5188,1107.5596
10/8/2004,1132.898,1101.9445,1117.6202,1107.8024
10/11/2004,1130.742,1100.524,1117.326,1108.0093
10/12/2004,1128.214,1098.082,1116.3444,1108.10575
10/13/2004,1122.534,1095.6255,1115.35,1108.2017
10/14/2004,1117.062,1093.8205,1114.5052,1108.4451
10/15/2004,1114.274,1092.037,1113.6076,1108.65525
10/18/2004,1112.2,1089.864,1112.4482,1108.82685
10/19/2004,1108.478,1088.034,1111.2444,1108.9952
10/20/2004,1106.48,1086.9555,1110.4984,1109.15795
10/21/2004,1107.12,1085.6075,1109.6826,1109.32595
10/22/2004,1104.626,1085.672,1108.7776,1109.5671
10/25/2004,1100.784,1085.391,1107.7586,1109.7697
10/26/2004,1102.356,1085.9985,1107.099,1109.96635
10/27/2004,1106.704,1086.579,1106.2832,1110.1785
10/28/2004,1110.894,1086.647,1105.7012,1110.4004
10/29/2004,1117.788,1087.124,1105.1602,1110.63495
11/1/2004,1124.928,1087.357,1104.5908,1110.89435
11/2/2004,1128.82,1087.6595,1104.1052,1111.19765
11/3/2004,1132.38,1087.286,1103.3878,1111.46055
11/4/2004,1139.226,1087.5135,1102.8666,1111.68895
11/5/2004,1146.42,1087.8775,1102.2966,1111.92645
11/8/2004,1153.296,1089.758,1101.7816,1112.26625
11/9/2004,1160.002,1092.241,1101.2412,1112.61625
11/10/2004,1163.944,#N/A N/A,#N/A N/A,#N/A N/A
11/11/2004,1166.306,1095.045,1100.9786,1113.052
11/12/2004,1169.906,1096.9065,1100.637,1113.42115
11/15/2004,1173.692,1099.0355,1100.2806,1113.8448
11/16/2004,1175.962,1102.07,1099.9422,1114.288
11/17/2004,1179.768,1105.121,1099.8798,1114.6567
11/18/2004,1181.782,1107.5705,1099.9388,1115.0289
11/19/2004,1179.016,1109.5035,1100.022,1115.3385
11/22/2004,1177.7,1110.92,1100.1254,1115.665
11/23/2004,1178.002,1112.786,1100.5142,1115.95715
11/24/2004,1177.966,1113.9785,1100.702,1116.23505
11/26/2004,1177.786,1115.6595,1101.001,1116.5579
11/29/2004,1179.432,1116.528,1100.9694,1116.7771
11/30/2004,1178.748,1116.698,1100.9072,1117.0114
12/1/2004,1181.634,1116.949,1100.9756,1117.21545
12/2/2004,1183.348,1116.7365,1101.018,1117.43215
12/3/2004,1185.052,1117.282,1101.201,1117.6872
12/6/2004,1187.388,1117.81,1101.3236,1117.90515
12/7/2004,1188.04,1118.2435,1101.7376,1118.10735
12/8/2004,1186.328,1118.903,1102.4306,1118.42465
12/9/2004,1186.11,1119.98,1103.41,1118.72485
12/10/2004,1185.476,1120.639,1104.4182,1119.01485
12/13/2004,1187.162,1121.928,1105.3626,1119.2792
12/14/2004,1192.422,1122.5415,1106.0672,1119.4891
12/15/2004,1197.004,1122.4525,1106.5014,1119.6351
12/16/2004,1199.798,1122.381,1106.9548,1119.77695
12/17/2004,1201.042,1122.0565,1107.2592,1119.91595
12/20/2004,1200.236,1121.7205,1107.5384,1120.00475
12/21/2004,1200.652,1120.71,1107.6316,1119.9738
12/22/2004,1201.422,1119.6925,1108.1816,1119.9666
12/23/2004,1202.806,1119.2835,1109.1826,1119.9771
12/27/2004,1204.946,1117.98,1109.9428,1119.95085
12/28/2004,1208.724,1117.485,1110.4352,1119.85805
12/29/2004,1210.322,1117.3915,1111.049,1119.77215
12/30/2004,1211.118,1116.6725,1111.699,1119.61915
12/31/2004,1211.476,1116.237,1112.2992,1119.4336
1/3/2005,1210.908,1116.2885,1112.9342,1119.37975
1/4/2005,1205.81,1116.8185,1113.808,1119.3706
1/5/2005,1199.868,1117.4615,1114.4534,1119.4017
1/6/2005,1194.736,1117.3965,1115.2328,1119.4001
1/7/2005,1189.59,1117.1635,1115.876,1119.3924
1/10/2005,1187.222,1116.967,1116.5734,1119.346
1/11/2005,1186.21,1117.0245,1117.5136,1119.36815
1/12/2005,1187.002,1118.5755,1118.6478,1119.4384
1/13/2005,1184.914,1120.777,1119.8694,1119.54955
1/14/2005,1184.58,1122.802,1121.0118,1119.66625
1/18/2005,1185.728,1124.914,1122.3104,1119.7098
1/19/2005,1186.056,1127.377,1123.4838,1119.8041
1/20/2005,1183.598,1130.8865,1124.8352,1120.0291
1/21/2005,1181.682,1134.685,1126.1524,1120.27935
1/24/2005,1177.528,1138.175,1127.5562,1120.5428
1/25/2005,1172.014,1141.785,1128.6388,1120.74365
1/26/2005,1169.902,1145.699,1129.9522,1120.9732
1/27/2005,1169.73,1149.552,1131.2556,1121.2583
1/28/2005,1170.428,1153.2825,1132.184,1121.46705
1/31/2005,1173.932,1157.404,1133.2124,1121.63945
2/1/2005,1178.132,1160.6965,1134.1846,1121.8251
2/2/2005,1181.956,1163.5145,1135.4124,1122.0062
2/3/2005,1185.024,#N/A N/A,#N/A N/A,#N/A N/A
2/4/2005,1191.358,1166.275,1136.5954,1122.13065
2/7/2005,1195.448,1168.6935,1137.5958,1122.26295
2/8/2005,1198.026,1170.859,1138.6282,1122.403
2/9/2005,1197.786,1173.9,1139.8696,1122.5749
2/10/2005,1199.21,1176.2565,1141.405,1122.76745
2/11/2005,1199.664,1177.7315,1143.0612,1122.988
2/14/2005,1200.548,1178.9355,1144.664,1123.2187
2/15/2005,1202.114,1179.545,1146.1352,1123.39915
2/16/2005,1205.784,1180.4815,1147.5902,1123.61775
2/17/2005,1206.532,1181.798,1149.079,1123.8456
2/18/2005,1205.79,1182.524,1150.5474,1124.06105
2/22/2005,1201.394,1183.2495,1151.891,1124.32975
2/23/2005,1197.528,1184.2275,1153.2552,1124.56685
2/24/2005,1195.5,1185.742,1154.68,1124.84995
2/25/2005,1197.624,1186.8055,1155.9032,1125.1108
2/28/2005,1198.026,1187.339,1157.1746,1125.3075
3/1/2005,1203.276,1188.5545,1158.6248,1125.4964
3/2/2005,1207.132,1189.9655,1160.2462,1125.78765
3/3/2005,1209.186,1191.597,1162.0008,1126.1326
3/4/2005,1211.338,1193.0155,1163.9304,1126.5638
3/7/2005,1215.68,#N/A N/A,#N/A N/A,#N/A N/A
3/8/2005,1217.484,1194.129,1165.963,1127.0545
3/9/2005,1216.87,1195.8775,1168.0698,1127.51935
3/10/2005,1216.626,1197.859,1170.0584,1128.06415
3/11/2005,1212.216,1198.968,1172.2648,1128.5784
3/14/2005,1208.52,1200.0475,1174.43,1129.01925
3/15/2005,1204.184,1200.593,1176.3418,1129.41805
3/16/2005,1200.396,1200.483,1178.1882,1129.8094
3/17/2005,1196.588,1200.816,1179.9668,1130.2511
3/18/2005,1194.502,1201.07,1181.5028,1130.7208
3/21/2005,1189.894,1200.9175,1182.7186,1131.1951
3/22/2005,1184.686,1201.0295,1183.9746,1131.60035
3/23/2005,1181.578,1200.245,1185.0304,1131.975
3/24/2005,1177.82,1199.461,1186.1742,1132.30115
3/28/2005,1174.746,1198.0475,1187.1122,1132.5534
3/29/2005,1171.06,1197.113,1187.9386,1132.84495
3/30/2005,1173,#N/A N/A,#N/A N/A,#N/A N/A
3/31/2005,1174.612,1197.201,1188.6248,1133.164
4/1/2005,1174.912,1196.7,1188.994,1133.3781
4/4/2005,1175.28,1195.1975,1189.2044,1133.5023
4/5/2005,1178.486,1193.1125,1189.2802,1133.60085
4/6/2005,1179.018,1190.7935,1189.297,1133.71695
4/7/2005,1181.128,1188.968,1189.1956,1133.8624
4/8/2005,1182.784,1186.9945,1188.9936,1134.00675
4/11/2005,1183.802,1185.0495,1188.8082,1134.2323
4/12/2005,1185.076,1182.94,1188.7268,1134.44825
4/13/2005,1183.02,1181.4075,1188.7134,1134.7104
4/14/2005,1177.202,1180.774,1188.8306,1134.9844
4/15/2005,1169.486,1181.031,1189.2876,1135.27125
4/18/2005,1162.44,1181.3385,1189.5406,1135.62995
4/19/2005,1155.444,1182.0955,1190.0624,1136.02465
4/20/2005,1148.186,1182.872,1190.4616,1136.3336
4/21/2005,1147.766,1183.475,1190.8546,1136.6421
4/22/2005,1149.666,1183.925,1191.123,1136.9244
4/25/2005,1152.89,1184.3905,1191.5868,1137.2189
4/26/2005,1152.682,1185.783,1191.8654,1137.63335
4/27/2005,1156.458,1186.864,1192.1816,1138.0946
4/28/2005,1153.112,1187.5715,1192.5608,1138.6087
4/29/2005,1154.058,1188.857,1192.9626,1139.07295
5/2/2005,1154.07,1190.124,1193.436,1139.47895
5/3/2005,1155.956,1191.81,1193.8116,1139.87925
5/4/2005,1159.81,#N/A N/A,#N/A N/A,#N/A N/A
5/5/2005,1165.692,1192.8305,1193.71,1140.2301
5/6/2005,1168.592,1193.95,1193.766,1140.6906
5/9/2005,1171.928,1195.2565,1193.7964,1141.256
5/10/2005,1172.938,1197.0975,1193.9562,1141.8356
5/11/2005,1172.03,1198.7095,1193.9138,1142.3672
5/12/2005,1169.376,1200.1665,1194.0578,1142.93705
5/13/2005,1165.916,1201.2,1194.375,1143.50895
5/16/2005,1163.286,1202.064,1194.6914,1144.1408
5/17/2005,1164.802,1203.676,1195.0248,1144.794
5/18/2005,1167.692,1204.79,1195.3396,1145.4771
5/19/2005,1174.036,1205.6755,1195.5256,1146.1283
5/20/2005,1181.082,1205.911,1195.5674,1146.69555
5/23/2005,1186.716,1206.774,1195.4816,1147.26475
5/24/2005,1190.77,1206.9275,1195.2142,1147.6999
5/25/2005,1191.66,1207.004,1195.0798,1148.15935
5/26/2005,1192.97,1206.5845,1194.7964,1148.5417
5/27/2005,1194.87,1205.4815,1194.5162,1148.87865
5/31/2005,1194.398,1204.475,1194.5594,1149.2237
6/1/2005,1196.038,1203.92,1194.6776,1149.547
6/2/2005,1198.894,1203.03,1194.5956,1149.88275
6/3/2005,1198.572,1202.4075,1194.306,1150.1288
6/6/2005,1198.318,1201.494,1193.9518,1150.28935
6/7/2005,1199.47,1200.055,1193.7204,1150.43555
6/8/2005,1197.95,#N/A N/A,#N/A N/A,#N/A N/A
6/9/2005,1197.278,1198.2005,1193.452,1150.6503
6/10/2005,1197.696,1196.2885,1193.2102,1150.79475
6/13/2005,1198.358,1194.8385,1193.148,1151.07535
6/14/2005,1199.688,1193.364,1192.8402,1151.31825
6/15/2005,1202.07,1191.4865,1192.606,1151.51505
6/16/2005,1204.076,1189.186,1192.6202,1151.7354
6/17/2005,1207.846,1186.99,1192.8906,1151.96725
6/20/2005,1210.902,1185.222,1193.297,1152.2361
6/21/2005,1212.842,1184.4285,1193.7516,1152.51975
6/22/2005,1214.302,1183.026,1193.8942,1152.70545
6/23/2005,1212.256,1182.0825,1194.0274,1152.90825
6/24/2005,1207.178,1181.129,1194.3554,1153.1749
6/27/2005,1202.096,1179.931,1194.2058,1153.3771
6/28/2005,1199.688,1178.63,1193.6586,1153.50635
6/29/2005,1196.882,1176.2505,1192.6472,1153.51525
6/30/2005,1195.002,1174.067,1191.769,1153.60045
7/1/2005,1195.576,1172.5165,1190.764,1153.73745
7/5/2005,1198.436,1170.806,1189.4796,1153.8439
7/6/2005,1197.11,1170.177,1188.6326,1154.052
7/7/2005,1196.714,1169.212,1187.8352,1154.26705
7/8/2005,1200.82,1168.603,1187.137,1154.5135
7/11/2005,1205.82,1167.922,1186.0658,1154.70045
7/12/2005,1209.264,1166.6705,1185.0706,1154.90665
7/13/2005,1214.934,1164.802,1183.7324,1155.0654
7/14/2005,1220.66,1163.9985,1182.6626,1155.3162
7/15/2005,1223.872,1163.3005,1181.8908,1155.62
7/18/2005,1224.21,1162.2895,1181.0824,1155.9213
7/19/2005,1225.638,1161.8685,1180.9122,1156.2562
7/20/2005,1228.02,1160.943,1180.5488,1156.64995
7/21/2005,1228.128,1160.4505,1179.9718,1157.02245
7/22/2005,1229.28,1160.332,1179.3212,1157.48565
7/25/2005,1230.86,1159.255,1178.5736,1157.8964
7/26/2005,1231.222,1159.121,1177.7876,1158.2778
7/27/2005,1231.54,1158.9865,1176.7732,1158.5975
7/28/2005,1234.876,1159.558,1175.6448,1158.8656
7/29/2005,1234.976,1160.5435,1174.516,1159.18545
8/1/2005,1236.24,1161.5945,1173.4858,1159.52135
8/2/2005,1238.832,1163.9975,1172.8084,1159.9507
8/3/2005,1240.484,1165.554,1172.4898,1160.41295
8/4/2005,1238.912,1167.412,1172.0904,1160.95585
8/5/2005,1237.36,1169,1171.966,1161.6053
8/8/2005,1234.916,1171.1165,1171.7108,1162.24955
8/9/2005,1232.368,1172.798,1171.556,1162.8044
8/10/2005,1229.184,1175.5185,1171.7472,1163.41355
8/11/2005,1229.574,1177.615,1171.9186,1164.0913
8/12/2005,1230.368,#N/A N/A,#N/A N/A,#N/A N/A
8/15/2005,1232.516,1179.082,1171.9556,1164.7248
8/16/2005,1230.108,1181.137,1172.3252,1165.33945
8/17/2005,1228.33,1182.569,1172.9768,1165.95235
8/18/2005,1224.572,1183.7385,1173.4466,1166.4566
8/19/2005,1222.436,1185.0465,1173.9684,1166.988
8/22/2005,1220.008,1185.9675,1174.428,1167.48255
8/23/2005,1219.654,1187.39,1175.0142,1167.9775
8/24/2005,1217.524,1188.881,1175.4046,1168.5012
8/25/2005,1216.2,1190.8185,1175.755,1168.96695
8/26/2005,1213.278,1193.157,1176.313,1169.4456
8/29/2005,1211.388,1195.068,1176.8688,1169.9263
8/30/2005,1209.556,1196.707,1177.3726,1170.46345
8/31/2005,1211.704,1197.977,1177.9104,1170.99705
9/1/2005,1213.542,1199.271,1178.4268,1171.5523
9/2/2005,1216.126,1200.612,1179.1248,1172.04125
9/6/2005,1220.348,1201.5995,1179.7728,1172.54115
9/7/2005,1225.938,1202.59,1180.2952,1173.00405
9/8/2005,1228.206,1203.126,1180.834,1173.42635
9/9/2005,1232.184,1202.823,1181.4244,1173.7923
9/12/2005,1236.692,1202.4185,1182.3858,1174.12615
9/13/2005,1236.254,1202.922,1183.4976,1174.5049
9/14/2005,1234.414,1202.801,1184.439,1174.8625
9/15/2005,1233.626,1202.153,1185.5156,1175.2173
9/16/2005,1232.912,1202.074,1186.2054,1175.572
9/19/2005,1231.004,#N/A N/A,#N/A N/A,#N/A N/A
9/20/2005,1229.034,1202.448,1187.2628,1175.9542
9/21/2005,1225.642,1202.332,1187.9196,1176.3179
9/22/2005,1223.02,1202.492,1188.8422,1176.66075
9/23/2005,1218.496,1203.0385,1189.9518,1177.15225
9/26/2005,1215.418,1204.105,1191.4762,1177.70765
9/27/2005,1214.28,1205.1745,1192.7834,1178.26815
9/28/2005,1215.618,1206.1435,1194.006,1178.867
9/29/2005,1218.23,1207.1395,1195.3126,1179.4492
9/30/2005,1220.934,1207.9875,1196.358,1180.0148
10/3/2005,1223.148,1208.196,1197.328,1180.54755
10/4/2005,1222.91,1208.8585,1198.488,1181.0368
10/5/2005,1218.81,1209.938,1199.6152,1181.53695
10/6/2005,1211.572,1210.596,1200.8316,1181.99975
10/7/2005,1204.99,1212.2435,1202.083,1182.4579
10/10/2005,1197.116,1214.1165,1203.4764,1182.9498
10/11/2005,1191.196,1216.14,1205.0186,1183.4949
10/12/2005,1187.454,1217.901,1206.4406,1184.0569
10/13/2005,1184.524,1220.0945,1207.839,1184.6663
10/14/2005,1182.658,1222.237,1208.8114,1185.26895
10/17/2005,1183.212,1224.2825,1209.6968,1185.92925
10/18/2005,1181.866,1226.239,1210.7936,1186.60885
10/19/2005,1185.482,1228.7445,1211.8174,1187.264
10/20/2005,1185.674,1230.644,1212.6532,1187.92715
10/21/2005,1184.278,1231.372,1213.3814,1188.54095
10/24/2005,1186.134,1231.5565,1213.8914,1189.12415
10/25/2005,1189.814,1232.015,1214.5434,1189.8024
10/26/2005,1188.938,1232.307,1215.296,1190.474
10/27/2005,1189.158,1232.8725,1216.0068,1191.1076
10/28/2005,1192.922,1232.996,1216.5288,1191.63255
10/31/2005,1194.448,1233.633,1217.2858,1192.1647
11/1/2005,1195.692,1233.1325,1217.7224,1192.6104
11/2/2005,1200.368,1232.3845,1218.182,1193.05905
11/3/2005,1208.576,1231.9835,1218.669,1193.5014
11/4/2005,1212.922,1231.285,1219.0446,1193.88395
11/7/2005,1216.082,1230.92,1219.517,1194.18425
11/8/2005,1219.248,1230.2405,1219.852,1194.44125
11/9/2005,1220.426,1228.8805,1219.9656,1194.66475
11/10/2005,1222.63,1227.3145,1220.082,1194.90635
