Start Date,1/10/2000,,,
End Date,,,,
,,,,
SPX Index,5 day,20 day,50 day,200 day
Dates,SMAVG,SMAVG,SMAVG,SMAVG
1/12/2011,1275.108,1103.6855,1089.0722,1116.65495
1/13/2011,1277.09,1101.303,1088.5874,1116.75925
1/14/2011,1281.438,1098.2045,1087.8322,1116.68545
1/18/2011,1286.492,1095.6645,1086.6342,1116.6156
1/19/2011,1287.98,1092.949,1085.2864,1116.3863
1/20/2011,1286.84,1091.0985,1084.2574,1116.2442
1/21/2011,1286.758,1087.2515,1082.8856,1115.99625
1/24/2011,1286.278,1083.695,1081.6082,1115.8067
1/25/2011,1285.51,1081.3475,1081.3078,1115.74075
1/26/2011,1288.452,1079.5615,1081.269,1115.64475
1/27/2011,1292.308,1078.705,1081.8854,1115.6157
1/28/2011,1290.906,#N/A N/A,#N/A N/A,#N/A N/A
1/31/2011,1289.962,1076.9075,1082.1868,1115.5259
2/1/2011,1293.244,1075.798,1082.6728,1115.54575
2/2/2011,1294.724,1076.5335,1083.9316,1115.60975
2/3/2011,1296.236,1077.8305,1085.5084,1115.6263
2/4/2011,1303.142,1079.963,1087.399,1115.70755
2/7/2011,1309.728,1082.049,1089.3694,1115.7599
2/8/2011,1313.124,1083.6755,1091.3096,1115.9278
2/9/2011,1316.494,1085.2005,1092.5974,1116.07295
2/10/2011,1319.448,1087.6985,1093.7044,1116.1566
2/11/2011,1323.104,1091.2495,1094.9994,1116.324
2/14/2011,1325.758,1094.8705,1096.22,1116.5233
2/15/2011,1326.446,1098.991,1096.9988,1116.6648
2/16/2011,1329.534,1102.466,1097.592,1116.7727
2/17/2011,1333.246,1107.5385,1098.6358,1117.05635
2/18/2011,1336.018,1111.417,1100.1814,1117.2874
2/22/2011,1332.644,1116.356,1101.7104,1117.51415
2/23/2011,1328.522,1121.126,1102.9354,1117.70575
2/24/2011,1322.478,1124.1715,1104.3676,1117.8412
2/25/2011,1318.368,1126.9785,1105.419,1118.03275
2/28/2011,1315.21,1128.6045,1106.1064,1118.172
3/1/2011,1313.386,1132.05,1107.0212,1118.49535
3/2/2011,1313.594,1135.105,1107.9438,1118.78285
3/3/2011,1318.568,1137.799,1108.9824,1119.0029
3/4/2011,1318.822,1140.579,1110.2548,1119.23855
3/7/2011,1315.404,1142.75,1111.5292,1119.4622
3/8/2011,1318.502,1145.1835,1112.4074,1119.67865
3/9/2011,1320.82,1147.835,1113.5602,1119.93025
3/10/2011,1313.648,1150.2925,1114.4916,1120.1683
3/11/2011,1310.274,1152.8225,1115.499,1120.41715
3/14/2011,1307.526,1154.9225,1116.7604,1120.7652
3/15/2011,1299.536,1156.2285,1117.5226,1120.9298
3/16/2011,1286.906,1158.423,1118.6648,1121.13805
3/17/2011,1282.626,1161.195,1120.4808,1121.3537
3/18/2011,1277.612,1162.9155,1122.4702,1121.5606
3/21/2011,1278.01,1165.0885,1124.5976,1121.7638
3/22/2011,1280.39,1166.9855,1126.7228,1121.9571
3/23/2011,1288.522,1168.8715,1128.521,1122.18825
3/24/2011,1295.712,1171.0005,1130.3134,1122.37875
3/25/2011,1302.63,1172.8515,1132.466,1122.55275
3/28/2011,1304.992,1175.2195,1134.72,1122.79455
3/29/2011,1310.126,1176.8605,1137.2442,1123.01125
3/30/2011,1316.27,1178.76,1140.166,1123.31085
3/31/2011,1319.504,1181.91,1143.4806,1123.83375
4/1/2011,1323.226,1184.945,1147.0532,1124.5042
4/4/2011,1327.762,1187.8415,1150.2264,1125.1365
4/5/2011,1330.4,1190.023,1153.516,1125.74265
4/6/2011,1331.856,1192.0535,1156.9036,1126.3487
4/7/2011,1333.392,1194.04,1159.5686,1126.99375
4/8/2011,1332.544,1195.191,1161.7508,1127.62045
4/11/2011,1330.862,1195.843,1163.6156,1128.16325
4/12/2011,1327.168,1196.465,1165.3456,1128.53835
4/13/2011,1322.942,1196.486,1166.94,1128.9449
4/14/2011,1319.144,1197.307,1168.7902,1129.6128
4/15/2011,1317.446,1198.1395,1170.5938,1130.2805
4/18/2011,1313.582,1198.7505,1172.1126,1130.986
4/19/2011,1313.274,1198.505,1173.3052,1131.53705
4/20/2011,1316.464,1199.3,1174.7708,1132.1881
4/21/2011,1321.038,#N/A N/A,#N/A N/A,#N/A N/A
4/25/2011,1324.152,1199.581,1176.0656,1132.74275
4/26/2011,1332.572,1199.806,1177.309,1133.304
4/27/2011,1341.18,1199.614,1178.0658,1133.7324
4/28/2011,1347.204,1200.239,1179.3916,1134.2652
4/29/2011,1352.448,1201.4175,1181.1366,1134.8391
5/2/2011,1357.642,1201.6,1183.1342,1135.4168
5/3/2011,1359.518,1201.4635,1184.6232,1135.9923
5/4/2011,1357.85,1201.4885,1186.255,1136.63805
5/5/2011,1352.774,1202.2325,1187.8666,1137.25325
5/6/2011,1348.092,1202.947,1189.632,1137.90355
5/9/2011,1345.108,1204.29,1191.616,1138.5831
5/10/2011,1345.216,1206.3525,1193.5004,1139.20685
5/11/2011,1344.168,1208.5445,1195.5916,1139.82325
5/12/2011,1346.878,1211.389,1197.0812,1140.40545
5/13/2011,1346.392,1214.603,1198.7392,1141.00495
5/16/2011,1343.026,1216.964,1200.4562,1141.531
5/17/2011,1337.39,1219.3315,1202.0948,1142.07385
5/18/2011,1337.11,1222.1695,1203.8804,1142.6446
5/19/2011,1336.1,1226.075,1205.6618,1143.21075
5/20/2011,1335.2,1228.996,1207.2352,1143.7434
5/23/2011,1332.78,#N/A N/A,#N/A N/A,#N/A N/A
5/24/2011,1330.24,1232.403,1208.9098,1144.28115
5/25/2011,1326.198,1235.9405,1210.5562,1144.82115
5/26/2011,1322.616,1239.902,1212.0576,1145.32275
5/27/2011,1322.182,1242.4925,1213.8972,1145.7811
5/31/2011,1327.748,1244.298,1215.4866,1146.24015
6/1/2011,1327.402,1246.656,1217.3186,1146.8
6/2/2011,1325.896,1249.01,1219.061,1147.32195
6/3/2011,1320.79,1251.6505,1220.8798,1147.8339
6/6/2011,1311.804,1253.929,1222.644,1148.36455
6/7/2011,1299.752,1255.854,1224.425,1148.8934
6/8/2011,1292.754,1257.3215,1226.1444,1149.4092
6/9/2011,1287.966,1259.0225,1227.9688,1149.9155
6/10/2011,1282.13,1261.241,1230.0002,1150.47895
6/13/2011,1279.262,1263.6675,1231.804,1151.0506
6/14/2011,1279.848,1266.186,1233.7096,1151.6263
6/15/2011,1277.02,#N/A N/A,#N/A N/A,#N/A N/A
6/16/2011,1272.748,1268.7415,1235.1888,1152.1642
6/17/2011,1272.852,1270.4835,1236.3102,1152.6266
6/20/2011,1274.158,1271.7665,1237.4504,1153.11565
6/21/2011,1275.688,1272.992,1238.8494,1153.6002
6/22/2011,1280.032,1274.6955,1240.292,1154.08255
6/23/2011,1283.204,1276.3775,1241.8448,1154.55605
6/24/2011,1282.594,1278.2835,1243.7932,1155.0527
6/27/2011,1282.942,1280.2715,1245.829,1155.49715
6/28/2011,1283.172,1281.1945,1247.789,1155.8205
6/29/2011,1287.226,1282.6185,1249.9396,1156.29045
6/30/2011,1294.654,1284.4045,1252.1576,1156.8408
7/1/2011,1308.898,1286.096,1254.2436,1157.32505
7/5/2011,1320.454,1287.623,1256.4288,1157.8308
7/6/2011,1328.966,1289.474,1259.0316,1158.3418
7/7/2011,1338.128,1291.8515,1261.4456,1158.85065
7/8/2011,1342.76,1294.5925,1264.149,1159.41325
7/11/2011,1338.724,1296.9125,1266.8114,1160.0991
7/12/2011,1333.876,1298.708,1269.6378,1160.75165
7/13/2011,1329.574,1300.9775,1272.0994,1161.3635
7/14/2011,1320.704,1302.9315,1274.3152,1162.09165
7/15/2011,1315.172,1304.581,1276.3812,1162.7204
7/18/2011,1312.362,1307.301,1278.6452,1163.534
7/19/2011,1314.98,1310.3095,1280.9788,1164.40665
7/20/2011,1316.604,1313.2925,1283.2734,1165.48095
7/21/2011,1323.59,#N/A N/A,#N/A N/A,#N/A N/A
7/22/2011,1329.366,1314.523,1284.9224,1166.50375
7/25/2011,1335.764,1315.334,1286.2624,1167.2421
7/26/2011,1336.806,1315.8075,1287.5752,1167.99365
7/27/2011,1332.616,1316.8245,1289.141,1168.7347
7/28/2011,1323.99,1319.3685,1290.9808,1169.5836
7/29/2011,1313.442,1320.379,1292.25,1170.43685
8/1/2011,1303.344,1320.4215,1293.5406,1171.29435
8/2/2011,1287.766,1321.7685,1295.2184,1172.3452
8/3/2011,1278.856,1322.471,1296.5494,1173.3757
8/4/2011,1258.736,1322.434,1297.5752,1174.5684
8/5/2011,1240.156,1322.5725,1298.8762,1175.73905
8/8/2011,1206.66,1322.3455,1300.126,1176.97095
8/9/2011,1190.356,1321.057,1300.858,1178.07635
8/10/2011,1162.44,1320.1775,1301.748,1179.258
8/11/2011,1156.954,1318.5395,1302.5182,1180.22465
8/12/2011,1152.84,1316.017,1303.0028,1181.18695
8/15/2011,1169.846,1312.4605,1302.703,1182.1178
8/16/2011,1173.892,1309.33,1302.7732,1182.99445
8/17/2011,1188.518,1306.269,1302.8262,1183.87635
8/18/2011,1182.12,1304.0375,1303.3168,1185.04385
8/19/2011,1171.064,1302.9535,1303.7622,1186.26035
8/22/2011,1154.93,1302.4605,1304.318,1187.43805
8/23/2011,1148.848,1302.6385,1305.0216,1188.7079
8/24/2011,1145.59,1302.3345,1305.5784,1189.8427
8/25/2011,1149.314,1301.483,1306.107,1190.93565
8/26/2011,1159.968,1302.1385,1306.631,1192.0847
8/29/2011,1177.222,1303.1295,1307.2958,1193.14985
8/30/2011,1187.336,1302.8725,1308.174,1194.20595
8/31/2011,1195.594,1303.4355,1309.217,1195.2878
9/1/2011,1204.624,1304.5725,1310.2074,1196.3646
9/2/2011,1204.058,1305.113,1311.0432,1197.46175
9/6/2011,1195.088,1305.8885,1311.9304,1198.6629
9/7/2011,1192.228,1307.8085,1312.668,1199.87025
9/8/2011,1185.63,1309.003,1313.2406,1201.14265
9/9/2011,1175.592,1310.4065,1314.203,1202.3811
9/12/2011,1173.252,1312.021,1314.7638,1203.57905
9/13/2011,1174.778,1314.8975,1314.9002,1204.9449
9/14/2011,1172.79,1316.938,1315.11,1206.36395
9/15/2011,1177.432,1318.9615,1315.3616,1207.8255
9/16/2011,1189.788,1319.2995,1315.247,1209.2383
9/19/2011,1198.152,1320.242,1315.1184,1210.6611
9/20/2011,1203.996,1321.883,1315.2342,1212.01155
9/21/2011,1199.612,1323.2695,1315.5644,1213.3473
9/22/2011,1183.702,#N/A N/A,#N/A N/A,#N/A N/A
9/23/2011,1167.786,1324.342,1315.832,1214.63375
9/26/2011,1159.558,1326.1945,1316.1938,1215.9762
9/27/2011,1154.216,1328.0055,1316.6606,1217.2778
9/28/2011,1151.076,1329.6165,1317.31,1218.60435
9/29/2011,1157.244,1331.5055,1317.8558,1219.94
9/30/2011,1156.242,1332.946,1318.2716,1221.4217
10/3/2011,1143.498,1334.1335,1318.5438,1222.84855
10/4/2011,1133.212,1334.868,1319.1812,1224.16775
10/5/2011,1131.806,1334.846,1319.7352,1225.4953
10/6/2011,1132.72,1335.1805,1320.4172,1226.72795
10/7/2011,1137.528,1336.087,1320.9456,1227.94615
10/10/2011,1156.66,1337.722,1321.5444,1229.1569
10/11/2011,1170.978,1339.118,1322.2594,1230.2981
10/12/2011,1183.622,1340.83,1323.0636,1231.5107
10/13/2011,1191.36,1341.9925,1323.1996,1232.6919
10/14/2011,1205.184,1342.482,1323.366,1233.83125
10/17/2011,1206.378,1343.674,1323.743,1234.84685
10/18/2011,1212.346,1345.077,1324.1202,1235.94795
10/19/2011,1212.872,1345.739,1324.5916,1237.02975
10/20/2011,1215.218,1345.533,1325.3548,1238.067
10/21/2011,1217.952,1344.639,1325.6166,1239.04565
10/24/2011,1228.62,1343.091,1326.0144,1239.9881
10/25/2011,1229.354,1341.3315,1326.7864,1240.98515
10/26/2011,1235.778,1339.592,1328.1626,1242.16625
10/27/2011,1249.618,1337.9665,1329.3104,1243.4037
10/28/2011,1258.986,#N/A N/A,#N/A N/A,#N/A N/A
10/31/2011,1258.806,1337.1655,1330.6302,1244.73345
11/1/2011,1256.652,1335.062,1330.9536,1245.9093
11/2/2011,1255.832,1333.343,1331.337,1247.0113
11/3/2011,1251.146,1331.596,1331.3894,1248.0413
11/4/2011,1244.774,1328.8945,1330.9196,1249.094
11/7/2011,1246.338,1325.8265,1330.3424,1250.16025
11/8/2011,1257.866,1321.9465,1329.7298,1251.22125
11/9/2011,1256.106,1319.2925,1329.121,1252.4069
11/10/2011,1251.812,1315.409,1327.9754,1253.48515
11/11/2011,1253.938,1312.112,1326.8954,1254.6082
11/14/2011,1252.07,1310.032,1326.0046,1255.7246
11/15/2011,1248.448,1306.854,1324.6556,1256.8071
11/16/2011,1250.01,1303.202,1323.3558,1257.89865
11/17/2011,1245.298,1299.597,1322.075,1258.8547
11/18/2011,1235.656,1296.8515,1320.972,1259.796
11/21/2011,1223.896,1295.759,1320.319,1260.75105
11/22/2011,1209.942,1294.302,1319.5726,1261.72755
11/23/2011,1194.918,1292.4535,1318.9594,1262.6507
11/25/2011,1183.426,1289.5915,1318.0402,1263.47205
11/28/2011,1178.806,1287.0415,1317.3518,1264.3248
11/29/2011,1179.248,1284.615,1316.8916,1265.19865
11/30/2011,1191.032,1284.258,1316.937,1266.1302
12/1/2011,1207.59,1284.643,1317.0974,1267.10805
12/2/2011,1224.712,1286.6185,1317.2836,1268.1831
12/5/2011,1237.618,#N/A N/A,#N/A N/A,#N/A N/A
12/6/2011,1250.274,1289.204,1317.2934,1269.24455
12/7/2011,1253.084,1291.9185,1317.373,1270.22715
12/8/2011,1251.038,1295.6015,1317.4926,1271.29435
12/9/2011,1253.22,1298.3415,1317.2554,1272.34195
12/12/2011,1249.098,1300.767,1316.4356,1273.31525
12/13/2011,1242.55,1302.8575,1315.4362,1274.1401
12/14/2011,1232.712,1304.35,1314.5662,1275.0179
12/15/2011,1228.992,1306.5225,1313.6112,1275.82375
12/16/2011,1221.886,1308.9475,1312.9876,1276.6808
12/19/2011,1215.662,1310.6445,1312.3944,1277.502
12/20/2011,1218.778,1313.063,1312.125,1278.40445
12/21/2011,1225.158,1314.579,1311.7158,1279.3485
12/22/2011,1232.808,1317.412,1311.4486,1280.26375
12/23/2011,1241.942,1320.488,1311.5074,1281.189
12/27/2011,1253.958,1323.937,1311.283,1282.08585
12/28/2011,1255.624,1326.529,1311.1664,1282.9198
12/29/2011,1259.484,1326.94,1310.6748,1283.61765
12/30/2011,1260.206,1326.603,1310.1086,1284.27215
1/3/2012,1262.552,1325.185,1309.1406,1284.84305
1/4/2012,1264.926,1322.5485,1308.0074,1285.4087
1/5/2012,1271.21,1318.357,1306.423,1285.798
1/6/2012,1274.168,1314.4125,1305.2824,1286.17615
1/9/2012,1278.786,1306.755,1302.9582,1286.347
1/10/2012,1281.79,1299.534,1300.5364,1286.45305
1/11/2012,1284.826,1289.5325,1296.4118,1286.149
1/12/2012,1287.714,1282.477,1293.2404,1286.09625
1/13/2012,1289.97,1272.629,1288.7516,1285.77195
1/17/2012,1292.564,1265.8175,1285.9134,1285.70695
1/18/2012,1295.756,1258.951,1283.2308,1285.68875
1/19/2012,1300.16,1253.9035,1281.3174,1285.7923
1/20/2012,1304.136,1247.205,1279.4492,1285.8398
1/23/2012,1309.518,1240.6075,1277.6282,1285.8873
1/24/2012,1313.716,1230.45,1274.85,1285.6227
1/25/2012,1317.318,1219.3755,1271.5406,1285.25055
1/26/2012,1318.104,1208.695,1268.5974,1284.76435
1/27/2012,1318.294,1200.2155,1266.4078,1284.44685
1/30/2012,1317.696,1193.851,1264.2024,1284.2186
1/31/2012,1317.246,1186.781,1262.0794,1283.94795
2/1/2012,1316.854,1181.007,1260.2626,1283.7384
2/2/2012,1318.276,1177.1645,1259.0344,1283.72115
2/3/2012,1323.99,1175.108,1257.7256,1283.7897
2/6/2012,1330.254,1173.0355,1256.193,1283.8954
2/7/2012,1337.182,1173.253,1254.5386,1284.0258
2/8/2012,1342.356,1171.9825,1252.348,1284.0027
2/9/2012,1347.638,#N/A N/A,#N/A N/A,#N/A N/A
2/10/2012,1347.186,1174.2715,1250.2838,1283.84545
2/13/2012,1348.674,1175.576,1248.6542,1283.8399
2/14/2012,1349.364,1178.833,1246.4388,1283.7802
2/15/2012,1348.018,1177.9125,1243.3752,1283.6477
2/16/2012,1349.236,1177.0855,1240.2078,1283.4673
2/17/2012,1352.954,1175.5045,1236.8718,1283.38465
2/21/2012,1355.042,1175.3005,1233.8878,1283.38925
2/22/2012,1356.474,1176.0615,1231.2854,1283.53205
2/23/2012,1360.52,1179.8295,1228.5412,1283.58175
2/24/2012,1362.06,1183.8575,1225.747,1283.49455
2/27/2012,1363.332,1187.771,1223.399,1283.38145
2/28/2012,1365.326,1187.9915,1220.4614,1283.09965
2/29/2012,1366.93,1185.5895,1216.6982,1282.6287
3/1/2012,1369.056,1184.4475,1213.2494,1282.16945
3/2/2012,1369.834,1183.755,1210.1856,1281.8192
3/5/2012,1369.184,1182.0195,1207.5844,1281.4941
3/6/2012,1363.42,1178.9265,1204.071,1281.0471
3/7/2012,1360.81,1176.002,1200.7622,1280.64115
3/8/2012,1359.174,1172.352,1196.5146,1280.1221
3/9/2012,1359.422,1168.615,1191.5988,1279.4039
3/12/2012,1360.772,1166.5505,1187.3292,1278.8041
3/13/2012,1371.29,1163.821,1183.571,1278.28885
3/14/2012,1379.62,1162.7745,1180.7726,1277.8407
3/15/2012,1386.958,1162.836,1177.8684,1277.3238
3/16/2012,1393.618,1164.467,1175.9206,1277.0144
3/19/2012,1401.35,1165.6005,1174.0926,1276.7044
3/20/2012,1403.264,1166.529,1173.1566,1276.4481
3/21/2012,1404.988,1166.2565,1172.023,1276.1675
3/22/2012,1403.026,1166.685,1172.5132,1276.001
3/23/2012,1401.614,1166.5235,1172.5428,1275.7171
3/26/2012,1402.966,1167.688,1174.6612,1275.48465
3/27/2012,1404.366,1169.844,1175.4082,1275.18305
3/28/2012,1404.894,1174.1355,1177.3008,1274.8772
3/29/2012,1406.992,1179.2265,1178.613,1274.6992
3/30/2012,1409.264,1183.789,1180.1208,1274.6127
4/2/2012,1409.77,1186.4725,1180.612,1274.4092
4/3/2012,1409.942,1191.0195,1181.5968,1274.2468
4/4/2012,1408.626,1197.229,1183.4108,1274.23995
4/5/2012,1407.586,1204.9125,1186.2996,1274.2466
4/9/2012,1402.332,1212.616,1188.895,1274.0469
4/10/2012,1390.242,1217.3325,1190.7842,1273.6632
4/11/2012,1381.308,1222.026,1192.2952,1273.4431
4/12/2012,1379.03,1226.8355,1193.9664,1273.3476
4/13/2012,1373.466,1231.724,1195.8456,1273.197
4/16/2012,1370.94,1235.0355,1197.532,1273.0484
4/17/2012,1377.378,1239.0545,1198.8486,1272.9721
4/18/2012,1380.664,1240.147,1199.1722,1272.63445
4/19/2012,1378.534,1241.9485,1199.5882,1272.3352
4/20/2012,1380.188,1243.9125,1200.777,1272.2728
4/23/2012,1379.662,1246.4585,1202.3332,1272.1011
4/24/2012,1375.9,1248.08,1204.1846,1271.8522
4/25/2012,1377.01,1249.4315,1204.9504,1271.5166
4/26/2012,1381.622,1249.4685,1205.555,1271.06175
4/27/2012,1386.588,1248.3385,1206.7834,1270.58565
4/30/2012,1392.782,1245.2775,1207.3976,1269.9553
5/1/2012,1399.552,1243.227,1207.701,1269.27265
5/2/2012,1401.876,1239.2165,1207.1632,1268.4772
5/3/2012,1400.194,#N/A N/A,#N/A N/A,#N/A N/A
5/4/2012,1393.342,1232.9205,1206.1544,1267.6612
5/7/2012,1387.676,1228.2935,1205.6852,1266.9782
5/8/2012,1379.256,1225.388,1205.5072,1266.29255
5/9/2012,1369.71,1226.822,1206.4046,1265.8873
5/10/2012,1362.994,1227.156,1207.961,1265.4286
5/11/2012,1359.852,1226.312,1210.2554,1264.94785
5/14/2012,1353.606,1226.5045,1212.6684,1264.5182
5/15/2012,1346.994,1226.372,1214.5788,1264.2333
5/16/2012,1341.038,1225.6265,1216.2914,1264.00135
5/17/2012,1330.412,1225.889,1217.9572,1263.6426
5/18/2012,1318.778,1226.664,1219.853,1263.31915
5/21/2012,1314.306,1225.2945,1221.954,1262.8654
5/22/2012,1311.5,1223.992,1224.484,1262.4624
5/23/2012,1310.312,1221.6925,1226.2414,1261.9793
5/24/2012,1313.476,1220.6345,1227.6758,1261.4032
5/25/2012,1317.996,1220.811,1228.7696,1260.89575
5/29/2012,1321.282,1220.296,1229.7674,1260.37185
5/30/2012,1320.62,1222.7125,1230.6958,1259.9693
5/31/2012,1318.914,1225.4965,1231.6594,1259.58775
6/1/2012,1310.388,1230.107,1232.5944,1259.3822
6/4/2012,1302.46,1235.44,1233.8278,1259.18745
6/5/2012,1293.076,#N/A N/A,#N/A N/A,#N/A N/A
6/6/2012,1293.438,1239.084,1234.6448,1259.03265
6/7/2012,1294.37,1241.8065,1235.6204,1258.8715
6/8/2012,1303.892,1242.6095,1236.3732,1258.9022
6/11/2012,1310.042,1243.261,1237.3278,1258.8217
6/12/2012,1317.778,#N/A N/A,#N/A N/A,#N/A N/A
6/13/2012,1317.728,1244.9,1238.5612,1258.81095
6/14/2012,1320.55,1245.911,1239.3422,1258.70555
6/15/2012,1323.986,1247.0405,1239.8794,1258.642
6/18/2012,1331.156,1247.8805,1240.8546,1258.54335
6/19/2012,1337.916,1250.198,1241.6286,1258.39855
6/20/2012,1346.078,1252.0425,1241.7784,1258.28995
6/21/2012,1345.36,1254.843,1241.9262,1258.2014
6/22/2012,1343.796,1258.3315,1242.7702,1258.0817
6/25/2012,1337.584,1262.195,1244.1864,1257.88585
6/26/2012,1329.986,#N/A N/A,#N/A N/A,#N/A N/A
6/27/2012,1325.218,1266.091,1245.3018,1257.72505
6/28/2012,1325.924,1270.51,1246.2394,1257.6032
6/29/2012,1331.352,1275.9675,1247.4648,1257.51135
7/2/2012,1341.71,1279.671,1248.55,1257.4251
7/3/2012,1352.516,1283.285,1249.3516,1257.3274
7/5/2012,1359.662,1286.318,1251.0628,1257.23315
7/6/2012,1364.79,1289.354,1252.79,1257.22255
7/9/2012,1362.85,1292.004,1253.8814,1257.1924
7/10/2012,1358.042,1295.3385,1255.1724,1257.20325
7/11/2012,1351.53,1297.838,1256.2764,1257.19625
7/12/2012,1344.966,1300.578,1257.7864,1257.1857
7/13/2012,1345.386,1302.9295,1259.9456,1257.20775
7/16/2012,1345.622,1305.3415,1262.1434,1257.30975
7/17/2012,1350.062,1308.5335,1265.1818,1257.47115
7/18/2012,1356.326,1311.8595,1268.3076,1257.541
7/19/2012,1364.676,1315.177,1272.0128,1257.5893
7/20/2012,1365.852,1318.071,1275.8386,1257.66285
7/23/2012,1365.228,1321.0445,1279.0266,1257.6864
7/24/2012,1360.156,1323.4015,1281.9756,1257.6213
7/25/2012,1353.178,1326.5355,1284.0718,1257.57775
7/26/2012,1349.88,1329.377,1286.1902,1257.5122
7/27/2012,1354.542,1331.1365,1288.1692,1257.42225
7/30/2012,1361.498,1333.3135,1290.1884,1257.42935
7/31/2012,1369.7,1335.606,1292.2436,1257.4989
8/1/2012,1377.15,#N/A N/A,#N/A N/A,#N/A N/A
8/2/2012,1378.146,1337.9165,1294.2676,1257.63445
8/3/2012,1379.15,1340.0665,1296.7338,1257.72175
8/6/2012,1380.936,1341.937,1298.8992,1257.80755
8/7/2012,1385.342,1344.3025,1301.4846,1257.85045
8/8/2012,1390.758,1346.8655,1304.3218,1257.978
8/9/2012,1398.318,1349.824,1307.529,1258.09565
8/10/2012,1401.294,1352.4875,1310.5276,1258.2352
8/13/2012,1403.27,1354.9875,1313.6162,1258.4583
8/14/2012,1403.786,1357.192,1316.9018,1258.66155
8/15/2012,1404.448,1358.164,1319.3624,1258.77985
8/16/2012,1406.99,1358.1155,1321.3552,1258.77865
8/17/2012,1409.448,1358.3945,1323.3278,1258.87545
8/20/2012,1412.252,1359.192,1325.3394,1259.11815
8/21/2012,1414.1,1360.138,1327.4482,1259.3911
8/22/2012,1415.692,1361.5605,1329.8772,1259.6442
8/23/2012,1413.006,1363.7695,1332.5358,1259.9955
8/24/2012,1411.6,1365.9585,1335.2692,1260.3114
8/27/2012,1410.062,1368.927,1337.78,1260.5984
8/28/2012,1409.288,1371.2335,1340.3174,1261.0465
8/29/2012,1408.688,1373.6595,1342.8912,1261.53055
8/30/2012,1408.168,1375.825,1345.4454,1262.05735
8/31/2012,1407.258,1378.087,1347.8894,1262.641
9/4/2012,1406.158,1379.5535,1349.9036,1263.18025
9/5/2012,1404.984,1381.122,1351.9962,1263.768
9/6/2012,1409.31,1383.568,1354.4164,1264.40555
9/7/2012,1416.998,1385.585,1356.885,1265.11325
9/10/2012,1421.498,1387.578,1359.1224,1265.7818
9/11/2012,1427.224,1389.0375,1361.0272,1266.35885
9/12/2012,1433.85,1390.9795,1362.9066,1267.0741
9/13/2012,1439.424,1393.7145,1364.9798,1267.8311
9/14/2012,1444.994,1397.2155,1366.9274,1268.5405
9/17/2012,1451.416,1399.532,1368.6134,1269.1435
9/18/2012,1456.566,1401.1405,1370.054,1269.6563
9/19/2012,1461.464,#N/A N/A,#N/A N/A,#N/A N/A
9/20/2012,1461.518,1401.707,1371.3294,1270.1316
9/21/2012,1460.394,1401.082,1372.1746,1270.50705
9/24/2012,1459.534,1399.72,1373.2886,1271.00835
9/25/2012,1455.988,1399.3845,1374.7918,1271.5457
9/26/2012,1450.442,1397.7675,1375.7152,1271.91365
9/27/2012,1447.82,1396.0375,1376.5958,1272.22445
9/28/2012,1443.924,1395.089,1377.5134,1272.57515
10/1/2012,1441.444,1394.07,1378.3296,1272.8025
10/2/2012,1442.276,1392.771,1378.927,1272.9977
10/3/2012,1445.81,1392.058,1379.4984,1273.1942
10/4/2012,1448.66,1390.5495,1379.7982,1273.2628
10/5/2012,1452.712,1388.3225,1380.3848,1273.40365
10/8/2012,1454.99,1387.231,1381.1632,1273.75965
10/9/2012,1454.136,1386.953,1382.1528,1274.19135
10/10/2012,1450.45,1386.957,1383.3554,1274.61955
10/11/2012,1444.738,1386.429,1384.1528,1275.06475
10/12/2012,1438.27,1385.768,1385.0446,1275.51315
10/15/2012,1435.12,1385.2145,1385.8466,1275.9975
10/16/2012,1437.808,1384.845,1386.5248,1276.3217
10/17/2012,1443.478,1383.396,1386.6376,1276.538
10/18/2012,1448.378,1382.765,1386.7144,1276.6669
10/19/2012,1449.298,1383.0215,1386.637,1276.7604
10/22/2012,1448.036,1382.315,1386.285,1276.84615
10/23/2012,1439.674,1380.836,1386.1312,1276.9764
10/24/2012,1429.242,1379.9925,1385.7172,1277.2189
10/25/2012,1420.368,1378.4315,1385.0916,1277.4073
10/26/2012,1416.118,1375.4255,1384.418,1277.5992
10/31/2012,1411.786,1372.4085,1384.0468,1277.7885
11/1/2012,1414.682,1368.8055,1383.0914,1278.04255
11/2/2012,1415.772,1364.64,1381.6776,1278.21695
11/5/2012,1416.63,1362.0925,1380.58,1278.79655
11/6/2012,1419.92,1359.3255,1379.4908,1279.3828
11/7/2012,1416.394,1355.734,1377.949,1280.3798
11/8/2012,1406.378,1351.769,1376.477,1281.12055
11/9/2012,1399.508,1347.492,1374.7814,1282.10585
11/12/2012,1392.062,#N/A N/A,#N/A N/A,#N/A N/A
11/13/2012,1381.29,1344.2175,1373.3464,1282.90475
11/14/2012,1373.482,1339.5925,1371.4178,1283.5773
11/15/2012,1368.646,1334.9935,1369.514,1284.1065
11/16/2012,1364.652,1329.3175,1367.017,1284.53295
11/19/2012,1366.024,1324.7715,1364.7248,1284.9544
11/20/2012,1368.68,1320.5675,1362.4926,1285.67865
11/21/2012,1375.788,1318.138,1360.465,1286.63665
11/23/2012,1386.952,1316.1585,1358.5144,1287.5925
11/26/2012,1396.234,1314.542,1356.9168,1288.40905
11/27/2012,1398.644,1312.319,1355.0298,1289.0657
